"DistC_10w_B4" "DistC_10w_C1" "DistC_10w_F6" "DistC_12w_A4" "DistC_12w_B1" "DistC_12w_E3" "DistC_14w_A3" "DistC_14w_C3" "DistC_14w_E4" "DistC_6w_A2" "DistC_6w_B2" "DistC_6w_F7" "DistC_6w_G3" "DistC_6w_G4" "DistC_6w_G5" "DistC_8w_B3" "DistC_8w_C2" "DistC_8w_D4"
"Rab37" 1.60241 1.6206403 0.862288 1.8493749 3.1339811 2.856533 1.974362 0.545169 0.766982 2.3819121 2.7142724 2.6057484 3.4299491 3.7450317 3.7318629 2.2068761 3.6796539 1.4324644
"Rab38" 1.48193 1.77198 1.51529 1.33212 2.45918 1.49057 2.69379 2.36115 1.41448 4.16903 3.93598 3.28583 3.98394 3.18225 3.36608 4.28414 3.02973 1.42959
"Rab39" 0.665644 0.514306 0.294759 0.230644 0.646632 0.478829 0.375259 0.306142 0.222952 0.307901 0.26977 0.182474 0.1631 0.393921 0.107902 0.468874 0.602951 0.0857046
"Rab39b" 0.356062 0.249155 0.265382 0.160516 0.464028 0.444116 0.237042 0.151688 0.155141 0.530413 0.300838 0.400233 0.293604 0.327125 0.313567 0.481749 0.24233 0.26586
"Rab3a" 4.183352 6.257064 9.81031 8.490201 6.5922263 10.387764 11.0233034 1.87823 3.047679 13.508622 14.0138609 13.344853 16.805109 20.329384 23.730553 14.509727 14.0791793 10.747628
"Rab3b" 9.008553 16.611737 16.892247 21.694987 18.418684 18.472623 21.57739 10.259107 15.177558 23.86869 30.632453 26.18217 27.03075 30.23682 29.067293 23.72177 16.78971 32.12414
"Rab3c" 0.1816839 0.153369 0.398208 0.232867 0.198936 0.26465 0.628372 0.00526952 0.0921762 0.9203684 1.17984 1.3650889 1.1058158 1.18394 1.4348722 1.4362061 0.31646 0.780604
"Rab3d" 28.93149 31.508948 65.050665 38.54931 31.494763 44.680665 64.579278 8.46689 16.934052 71.36752 69.52694 73.69839 83.36603 76.789565 78.2808 69.52591 65.12043 67.99232
"Rab3gap1" 127.958914 91.0590141 85.6199333 182.64602 225.973781 103.1398711 107.2578806 137.481436 157.2685551 74.0501383 69.0854802 90.8916815 77.4342661 73.6754611 72.1673414 159.1680565 113.0345499 104.0760102
"Rab3gap2" 4.247619 3.7520904 8.6660217 4.0397177 4.7275764 6.6652364 9.4688997 1.084974 1.129835 11.0297894 10.7920932 12.0281315 9.572032 10.066198 10.605662 13.727542 8.4784884 9.7854478
"Rab3il1" 2.5229425 2.4665235 3.939681 2.4521003 2.576219 2.2681827 4.76279345 1.34487062 1.2892129 6.355924 4.3091197 4.8865885 4.1776153 5.835857 4.621376 5.636953 4.901858 1.3151933
"Rab3ip" 21.178898 24.714881 36.26668 22.319294 23.290929 26.709984 35.899881 6.24781 8.305712 30.689957 44.808639 37.904148 30.399058 34.163576 32.761759 43.53438 33.25074 45.470658
"Rab40b" 0.430819 0.311846 0.458902 0.651478 0.410295 0.315275 0.706133 0.444268 0.205186 1.0814 0.921092 1.13304 0.73747 0.770988 0.994104 0.800349 0.595561 0.550704
"Rab40c" 10.5605065 11.810723153199 16.4161149522 17.296998 18.6551410005777 17.83468415675 17.85059037783 7.7016783 7.24034179854 24.878884 28.385376 29.811103 25.214009 28.2928110003969 28.452947 23.7171687326 28.2156230011742 24.1556110092818
"Rab42" 0.195791 0.560804 0.468489 1.16736 1.04929 1.21317 1.37471 0 0.147925 1.40824 1.08657 1.61156 2.53118 1.80378 1.58137 0.51406 1.79328 1.46935
"Rab43" 9.98040002 5.7661568 17.027545 10.0090236 10.9951000070698 11.8327257828841 19.57516186154 2.115476 2.690855636 27.947995 26.104842 24.906722 21.177928804036 26.140771 26.0973989 19.829551 23.0742858 21.848381
"Rab44" 0.8024774 0.1917247 0.14746508 0.2838118 0.369805 0.0674002 0.0683574 0.1132477 0.9410754 0.1773781 0.0494644 0.0517043 0.3110782 0.2718827998012 0.157463 0.0562145 0.9594462 0.1772596
"Rab4a" 8.160789 10.008245 13.181895 20.313038 15.212751 21.072088 32.540082 6.104268 6.4577705 38.47755 32.160388 32.19243 41.557795 41.371578 44.6053 32.62496 27.300653 23.045568
"Rab4b" 30.027227 45.381562 47.1765562 44.672622 42.26125 48.102583 36.7349 23.966115 32.486017 37.050221 28.879149 40.2364755 43.662408 39.468044 38.416077 37.650414 63.084661 42.517658
"Rab5a" 81.5537309 61.6349384 57.1784269 50.1738096 56.5971 61.0439 67.0243 34.3528 52.0698 63.3275799 68.144758 61.8995249 59.4261667 58.533 56.1661241 70.6124556 58.3771995 73.7252977
"Rab5b" 23.556309 28.51184 43.649834 37.676047 38.835461 42.653575 58.17527 9.57045 12.7769457 67.029488 64.368216 66.722654 69.614671 67.936373 68.306319 61.831402 57.652654 56.1581
"Rab5c" 113.988729 121.360114 175.334708 126.026512 119.972222 116.969382 113.682383 43.605083 64.995394 118.513607 106.05103 122.520739 143.9064 134.241561 127.887656 111.46798 175.778943 146.478161
"Rab5if" 391.901209 266.269861 235.236239 221.014608 204.803317 192.237329 172.138879 275.9964928 292.0343 148.178684 167.426847 157.04686 135.364047 141.199057 128.52114 166.216697 187.371459 177.860844
"Rab6a" 110.54637 58.35098 91.252455 49.92766 54.88102 86.69913 98.282558 23.24167 39.817079 91.5439000559694 113.961748 98.7839 78.406083 84.654166 80.148722 104.216973 74.172829 113.021819
"Rab6b" 0.071759 0.121561 0.816038 0.306682 0.23086 0.222945 0.995498 0.0304424 0.0584316 2.79938 1.422585 1.4703 1.571298 1.69348 2.508509 1.634373 0.679275 0.6501586
"Rab7" 208.98729302 227.91843500113 312.842973 155.686134 149.653163 165.103474 202.649305 73.9159 115.633601 187.429373 188.551852 197.699628 195.189156 203.831688 176.456689 217.030899317 215.693142 273.234762
"Rab7b" 2.835156 1.351787 2.272379 2.164517 1.610144 3.099211 3.28639 0.3377217 0.4151553 4.98454 4.37353 5.313853 4.546891011 8.55963 3.922499 5.84447 3.39394 1.267491
"Rab8a" 41.5243 47.492624 82.1717 59.1589 56.785019 57.1741 57.1123 16.5224 22.99638 61.4501 59.004 61.8829 80.0866 69.4048 63.2288 57.5183 83.8106 67.059
"Rab8b" 19.2129 10.5905 8.99705 5.92122 8.4791 9.74589 10.1308 6.53797 8.53594 9.51035 9.80338 8.91654 7.38756 8.55367 7.86735 11.1416 11.2662 7.08273
"Rab9" 35.75825 30.279225 24.766239 42.741147 52.05755 37.19281 29.790627 33.3321 32.173849 28.9435 31.3872 31.1316 28.81137 32.254134 31.861209 31.099807 41.208324 34.013855
"Rab9b" 0.147839 0.100875 0.0560286 0.0977501 0.136945 0.123192 0.19085 0.0144262 0.000946949 0.267185 0.138421 0.120149 0.11884 0.147055 0.194595 0.129111 0.0381519 0.0210506
"Rabac1" 127.078672 112.826328 103.867166 129.815087 122.112087 119.406973 163.990766 111.04023 121.2376 184.93364 161.178516 170.650971 180.953777 190.423497 181.515539 162.251423 150.466521 110.503187
"Rabep1" 4.784439 4.6883783 5.449447 5.241637 5.099781 6.2774059 8.1021005 2.630032 2.7743 9.4114718 9.12408517 8.731371 8.639169 9.329455 7.6328 9.478915 7.761519 6.061062
"Rabep2" 5.3775707 6.9278815 11.9848236 8.0546682 8.734189 7.8549089 8.236324 1.875128 3.6077893 11.1066213 8.445582 10.85347577275 13.3822608 10.2733236 9.8326974 10.884358 12.2532561 10.5256079
"Rabepk" 16.980128 18.819253 19.282944 16.765286 20.473574 15.423395 10.968097 12.4045698 15.850162 11.103531 11.3202815 11.94511111931 14.834743 12.99942 14.519406 10.140876 18.916355 13.2169934233
"Rabgap1" 5.6712283 4.2684754 7.0867712 4.6328237 5.086602403 6.9592386 10.9241499 1.9123408 2.3370354 12.5902706 11.37289409 11.7304860024125 10.8478674 12.4639618 11.2561124 14.4266422 8.6336181 10.3585398
"Rabgap1l" 29.1432225 17.2716278 31.6274273 16.2508645 23.745365 29.78156747 38.3984045 7.5708304 9.649894 50.9206829 55.1998453 49.8525843 40.35291998 48.059588 48.9554591 54.2123204 37.4641244 46.4006786
"Rabgef1" 10.669853 9.8504035 17.424377 12.257496548124 12.7744596 16.322299 23.325407 2.637141 4.668569 25.463562 28.717133004 25.2160095 24.532413 25.263995 23.01289 22.758978 18.581926 23.921763
"Rabggta" 14.770916 13.746479 21.363053 11.922393 9.740557 14.3014469 16.227895 5.0813055 6.371816242 18.158313 19.4639140014626 18.782066 16.653264 16.38096 17.781147 22.529941 17.524989 20.634027
"Rabggtb" 52.889662 31.281589847 26.598275 31.111695 36.6293997 31.305029671831 22.8558715 20.350886 24.866891 25.190365233565 22.993593 21.40583331265 23.542491 25.223558686 26.357142111 25.673815 33.211029 24.936777
"Rabif" 13.0925 12.3264 17.7474 9.78748 8.80539 12.8182 16.4506 4.47745 7.0201 17.9154 15.6214 17.6449 13.3629 12.2085 14.4203 18.1849 12.5914 19.0011
"Rabl2" 7.1972851 4.4714816 5.200751 4.94005 5.2446546 4.983521 4.3790955 5.731649 5.189421 5.4336371 5.691495 5.0604434 5.0725251 4.813252 4.3424854 6.5252484 6.89227 5.488359
"Rabl3" 8.7668318 7.9391183 10.361379 5.8279647 5.7777077 7.2015009 9.2675665 1.8111527 5.06814639 8.750269 7.5918258 8.3824608 8.4393374 8.0568433 7.30672611 10.4135907 7.561379 10.4752251
"Rabl6" 24.414578 21.972663 34.149464 24.071069 21.8030786 25.144722 23.672386 11.2578511 14.1952588 26.2460559 24.86959224388 24.9448672 29.1091556 26.1485086 22.7803691 31.4192327 27.866796 25.6448287
"Rac1" 691.94744 478.95893 605.3396 301.67381 305.90065 345.660349 450.12816 266.2014 361.85325 451.61545 568.28989 442.507863 377.086002 403.24024 393.364824 523.443 384.40678 633.25806
"Rac2" 30.7936 43.5119 19.34139 22.7686 32.8688 58.327886 29.3633 9.90078 8.45548 29.21225 25.675698 46.31293 22.444 38.7941 44.6056 41.4243 65.68929 23.812837
"Rac3" 29.34837 15.69562 12.376226 20.02433 15.11254 13.12783 9.94975 28.97709 40.11685 7.05426 8.55846 9.30048 10.64034 8.26816 9.54361 9.34675 22.46401 14.21831
"Racgap1" 26.775533 18.1944212 44.7391920015506 17.099165 18.050969 22.1292955 21.6276543 4.21399181 8.0906518 20.560037 30.61985 38.490847 15.338045 15.21632 17.71467185 47.1717941 21.5872346 55.3801204
"Rack1" 1646.832841 1524.208387 1189.459871 2023.21343 2122.791767 1677.962395 1482.046119 2083.145933 1987.434683 1306.625858 1416.128192 1216.631393 1439.763222 1349.050885 1398.422349 1267.745499 1721.040634 1197.283483
"Rad1" 12.3019656 8.0057533 8.0800469 5.2416226 8.466606 7.0931625 7.4079251 4.0187029 4.889907 8.3590978 8.3862013 8.9614644 6.6136255 5.5518376 5.9996189 12.8910436 7.26068 7.1024875
"Rad17" 10.7186715 8.8825465 10.932078 6.4424946 7.0137749 9.7940439 9.884765 3.586708 3.9836186 10.9743099 9.2707883 9.5721849 7.693217 8.1100588 7.94257 10.612933 9.1066276 10.3185763
"Rad18" 7.753661 4.28713 7.799533 3.441931 3.825968 4.447042 3.1126105 1.955487 2.275313 3.564755 4.554578 5.654853 2.954653 3.341899 3.375017 5.581516 3.970412 5.88689
"Rad21" 59.7868 47.091 80.0235 43.706882 49.776909 58.665306 71.282349 14.4551 25.1138 86.712759 87.2814 99.411963 65.4028 73.969594 78.148397 104.89712 63.583577 104.475912
"Rad23a" 20.698745 26.243931 52.6591 25.399759 21.132012 28.473931 38.11411 5.87808 8.99146 40.5677 36.14086 42.246516 56.10191 43.892523 45.452987 41.704375 33.084228 37.8873988514
"Rad23b" 33.518926 42.3910996 100.9925 26.7051385 30.0311564 43.0832788 61.5045 4.59866 9.50751 64.9767 71.402892 73.1284077 55.0312976 59.8696461 57.2423 82.943659 49.1876858 91.6922
"Rad50" 2.222677 3.1643562 6.966269 2.5306302 3.158435 4.86887 8.123678 0.607437 0.78568 9.07972 10.929711 9.8038559 6.947781 7.90913 7.5079793 10.994633 4.917281 9.77696
"Rad51" 6.482762 8.4595688 11.555588 3.9610941 5.0224358 5.1672393 3.5947643 2.229929 2.6520777 4.429235 4.905804 6.325379 3.798413 3.861805 3.061141 5.20794800821696 4.843978 9.288208
"Rad51ap1" 8.0876109 6.8991678 9.4957024 6.1067987 6.207079 4.8557346 2.3009613 3.49269 2.7363397 2.717973 3.8025318 4.6389661 2.9872806 3.8822743 2.883344 4.58141801 4.9438691 6.04177
"Rad51b" 1.989602 1.9717695 1.7497096 1.412986 1.974852 1.9838936 1.6764903 1.855412 1.74743 0.972355 1.5851892 1.542008 1.12109 0.820755 0.9981961 2.6247416 1.851013 1.55425
"Rad51c" 1.6255467 1.53538 2.262846 0.849209 1.2386128 2.260699 2.181299 0.2086154 0.467843 3.47717 3.258257 3.331829 2.685054 2.257098 3.3137647 3.661152 1.83558 1.656174
"Rad51d" 8.224881 7.155409 12.256351 10.551603 8.484535 11.031673 13.719941 3.582664 4.498816 12.314814 11.151694 12.847072 12.556208 10.699079 12.552461 14.012326 14.548291 11.119902
"Rad52" 3.5078629 4.258751 4.1652866 6.332771 6.807717 4.524462 3.912735 2.3544488 1.9322617 4.2648357 5.210176 6.2948303 6.6377399 5.24614 6.5537 8.1456798 6.1509577 5.2775679
"Rad54b" 2.8222524 2.042623 4.763223 1.895425 3.613329 3.093737 1.522774 0.7011322 1.04943 2.3937875 1.571225 2.08323 0.872873 1.631786 2.4269419 2.679384 2.488921 3.707619
"Rad54l" 4.319345 3.646609 8.928867 2.79793 3.539138 4.4053965 1.907554 1.1872831 0.595466 3.277449 4.418459 4.948267 2.15208 2.4180722 2.6113858 4.075681 3.822247 6.072021
"Rad54l2" 0.983109 1.3822757 2.86683 1.2500909 1.1330758 1.9937991 3.0854269 0.2788633 0.142594 3.5466088 3.06641 3.5666723 3.66822 3.1421615 3.70627 4.34056 2.7246203 4.398763
"Rad9a" 2.421321 3.2271 4.665766 2.110753 3.4222057 3.364761 3.078297 0.778103 0.781523 3.4773974 3.19315 4.011617 2.855571 3.4946874 2.6997079 3.948721 3.5724221 3.6565716
"Rad9b" 0.4364191 0.823995 0.366774 0.6402627 0.9839164 1.0266417 0.877382 1.854594 1.24356 1.3303341 1.136642 0.923288 1.0361863 1.126504 1.358904 1.277314 0.643469 0.6112541
"Radil" 0.4604881 0.042073558 0.2167977 0.160459195 0.125374 0.3225066 0.2456766 0 0.106121 1.126416 0.256830462 0.615914146 0.290998 0.5490299 0.370662 0.367747 0.3050565 0.05389579
"Radx" 0.8661390255026 0.807692 1.166013 1.1039869915 2.26046576 1.717485 2.9853914 0.392896 0.473447012019 3.08635456 2.233716317 2.27037 1.9116 1.4650768345 1.948935 1.40251 1.5203900783084 1.42665
"Rae1" 17.9114532 21.998048 28.9417479 15.873533 15.635066 21.319502 24.4213157 8.00255 8.500942 24.470182 25.3274367 21.822271 23.546796 21.271971 20.848009 31.84991 20.611975 23.465819
"Raet1d" 0.43895 0.0885412 0.184668 0.0728712 0.0781288 0.241152 0.240711 0 0.0235228 0.312028 0.477479 0.544816 0.0713161 0.155128 0.186302 0.14794 0.184578 0.234568
"Raet1e" 0.250064 0.205958 0 0.145297 0.350294 0.570219 0.274252 0 0.351760406485 0.203049 0.259648 0.497889 0.473207 0.0773244 0.297159 0.156397 0.0781049 0.247997
"Raf1" 41.512053 45.438261 56.6870307 40.1800122 40.968128 45.124884 45.656037 16.336726 21.34406 44.615061 47.178321 49.437422 44.843705 42.8582255 42.4137932 59.451437 58.411703 61.7632881
"Rag2" 0.0490902 0.00915998 0.0229066 0.113812 0.133064 0.136452 0.0748673 0.0065467 0 0.0138555 0 0.0425672 0.0633558 0.0962117 0.0230558 0.0462786 0.0916359 0
"Rai1" 2.374872 2.825212762 5.52680700054585 3.93764448 4.689531 4.1255308877 4.5243904 2.6797103 1.443186 6.000925 5.7952227258 7.937423 8.1885660198711 6.53470100007138 6.5675044 6.0124382 4.804856 3.415982
"Rai14" 4.2186459 3.8424832 5.9455196 3.4107163 4.2810306 5.1706149 6.1639371 1.160011996 1.756196 7.9343048 6.705592 8.6484925 9.10017 8.390795 7.14206 10.6679457 6.1321456 7.6856803
"Rai2" 0.746188 1.069796 2.517066 1.192453 1.02542 1.382436 4.19347 0.289524 0.319087 5.23338 4.42601 5.52977 4.25212 6.10796 4.93606 5.37017 2.211208 1.962562
"Rala" 40.14065 34.254512 40.91397 32.39394 30.723372 30.327804 35.385462 23.33062 31.31385 34.076819 32.8594 34.4624 35.867473 36.47196 34.15 38.4703 36.960492 41.76092
"Ralb" 56.4428738 31.1398002 43.8438757 36.9560663 33.1264729 37.4715388 35.4157112 22.9155 33.7447 33.8993435 32.5023997 33.7823 43.9924145 37.0154656 30.6946815 40.4033606 48.5555733 42.0815096
"Ralbp1" 18.202242 23.8410802 42.4416844 25.755921 22.661082 31.207185 40.90212 3.5021389 7.2832533 49.18386 45.25161 48.42 51.64835913 44.56526 49.2298 52.85326 45.07511 50.019881
"Ralgapa1" 4.4797818 3.814334 8.6595672 3.5368904 4.215706 6.4415941 9.427927 1.652821 0.9488205456 10.9548256 12.423821 11.3871464 9.500986 10.955455659642 11.3000888 14.1505073 6.346266 9.9635874
"Ralgapa2" 5.1129998 4.059882 11.6341790000816 4.2071301 3.4627529 5.3333945 7.07590480468326 0.7172565 1.06761 6.9271224 6.88025 6.0746657 5.928439 5.7432231280473 7.1222559 11.5590365 6.0400799 9.03529222123
"Ralgapb" 5.729027 4.8320451 12.4666139494 6.0882567 6.175659271488 9.63584005 16.3055412 1.0733202 1.4750699 19.6289363153085 23.2316272 20.999798 17.2533523 18.019904 20.2735009 23.1205728 11.809396401726 21.7524191
"Ralgds" 12.427902 13.8120915 28.0482039 21.9984199 21.9391153 28.994663 35.947415 4.36331 5.88776 40.483599 44.066384180302 42.67703 42.411285 40.3000019022 37.404765 41.307817268 48.8191182 48.5514383
"Ralgps1" 0.6106911 0.493829 1.1180885 1.507625 1.5353987 1.6226955 2.2565246 0.2467909 0.4202591 2.658302 2.075684 2.936632 2.265887 2.511348 2.10089567305 3.265031 1.7491206 1.9187198
"Ralgps2" 29.7130059 25.8555148 29.0637401 24.71571 28.331811 32.584735 31.4031938005761 18.889011054 20.4303434 24.939842 34.2146986 33.806406 23.9253387 23.1533470008132 21.0380809 38.45366 42.119955746 39.3000387
"Raly" 165.077647 169.931345 205.81644 146.821164 159.947349 161.505293 150.586718 92.785216 104.3026879 176.088797 161.615056 195.108131 206.439884 192.003737 176.066296 193.415655 195.429802 177.572619
"Ralyl" 0.0789409 0.3178016 0.2685306 0.1824518 0.0952883 0.2016637 0.2528534 0 0 0.2708201 0.7909449 1.1996606 0.276061 0.6144102 0.354585 0.7627971 0.2388926 0.57652
"Ramac" 57.1877 45.7323 45.008578 48.4734 54.689749 54.559438 65.294852 33.6292 48.4891 60.0753 62.046299 56.10189 56.865 50.9668 53.586652 70.44722 55.8917 66.396792
"Ramp1" 4.3069651 20.122219 17.776373 35.42718 36.410999 25.06071 29.092057 28.311969 27.905497 33.608283 31.73 29.734277 43.39493 36.279535 42.071142 24.99911 27.84882 16.967741
"Ramp2" 6.17742 7.9597739 10.535345 9.65465 8.6346511 7.8553365 15.92966 6.71541 6.8007316 29.43014 23.305674 23.2981223 14.9240371 23.636038 20.905512 23.445655 16.02568 4.9797513
"Ramp3" 4.619155 1.665738 0.615089 1.97124 1.2381 3.018587 4.487656 3.253232 2.546547 4.744617 4.457662 3.54264 6.296116 4.588451 5.052071 3.061037 2.347833 0.927363
"Ran" 421.2978 279.1448 271.1252 172.813675 225.497021 174.6268 117.22136 320.2731 326.2095 116.80053 124.87478 141.44622 110.32162 108.3612 98.9088 136.84742 148.63072 176.33576
"Ranbp1" 77.375214 100.26066 114.778678 60.7725188 71.752066 57.018175 39.158298 68.695985 78.149465 45.114954 42.608111 53.453731 42.709218 47.8811579 37.517872 45.8533276 52.27918 59.999022
"Ranbp10" 2.21376 2.55924 5.6706 3.433418 3.68852 5.02746 6.61914 0.519172 0.70484 7.9949 7.13704 8.02664 8.09336 7.98664 8.91724 8.76642 6.7277927 8.19318
"Ranbp17" 0.9514348 0.5243225 1.1162489 0.3062943 0.3783763 0.8780714 0.8397579 0.3645963 0.6011396 0.5274288 0.6649909 0.6965857 0.7543736 1.0095701 0.5739231 0.7117599 0.41833112 0.6457812
"Ranbp2" 7.697766 6.715231 14.067786 4.6991555 6.0530358 9.5394392 13.7991118 1.466553 1.7315337 16.648508 18.526668 14.70803 12.3213911 13.24761 13.450898 17.816451 9.388607 15.532784
"Ranbp3" 16.02652 21.2463781 30.9382797 19.842273 18.546472 22.446564 26.7984611 5.2132296 8.1780902 26.4688377 25.7488474 24.7892713 25.9519 24.5287848 25.86831044 33.5475481 30.1250158 28.2397875
"Ranbp6" 4.45949 2.74395 3.5812 2.8789675 3.864896 4.43272 5.19787 0.799517 1.233 5.71054 5.8667 5.26049 3.782764 5.42096 5.65786 5.39264 3.49814 5.044626
"Ranbp9" 18.086949 11.251772 17.44192 10.048256 11.699615 17.688959 19.241659 4.616983 6.550869 22.994734 22.756111 31.415494 16.759572 18.5822298 20.162552 29.565003 16.477881 20.770806
"Rangap1" 17.309672 21.9781287 70.60032 15.315244 14.9200077 24.432187 36.05463 3.117524 4.9355946 45.1110496 43.098739 57.964294 40.195461 41.21243 37.010146 51.209108 28.730196 50.974738
"Rangrf" 63.75002 46.7620730052153 58.435273 43.888509 39.572192 29.621311 28.699219 42.0923554 37.811876 39.739347 29.774754 30.173214 35.32431 33.85716 37.07344 30.282155 36.373736 41.63696
"Rap1a" 222.30565 124.7286 93.365146 96.47606 125.54643 133.89779 109.74158 139.021777 164.427774 99.48546 113.049855 101.96491 92.04876 86.95454 81.75177 130.245716 115.51129 116.28192
"Rap1b" 434.80259 191.886103 137.051 123.029204 158.783837 145.011233 119.303 199.926 271.770453 99.0324 115.928 98.2019 78.155 95.015844 82.90249 123.630084 139.28726 120.422982
"Rap1gap" 6.164789 7.9615343 15.428349 17.5130346 14.0263368124 13.3033663 17.7699760757296 3.7206981 6.260123 25.098507457978 23.9733732 27.100094 27.39872 26.4388315 28.724508 20.656334 22.794699 22.2183744
"Rap1gap2" 6.448152 6.574203 14.498016 12.234243 11.93643 15.297314 25.44447 1.244416 1.564476 33.294415 29.70787 34.194261 36.087665 32.490327 34.15401 28.841747 18.091657 22.515741
"Rap1gds1" 24.3339864 18.6163326 33.4293583 12.2554214 13.4045609 20.109046 26.0556483 4.4901055447 6.066556 26.7843437 29.150714 29.9954214 22.991662 26.4344209 24.0642534 36.8914457 23.5311787 32.8842254
"Rap2a" 4.49069 4.26847 6.24642 8.1301 7.65234 15.9853 26.3812 2.42965 4.13298 25.3523 24.1965 22.6504 16.0061 17.1438 18.3626 25.1357 9.52317 13.3034
"Rap2b" 2.08684 1.21412 1.36451 1.10675 1.22924 1.52972 1.7841 0.763323 1.25343 2.07254 1.55907 1.82577 1.67295 2.02775 1.70915 2.24337 2.52804 1.67398
"Rap2c" 34.4094 15.9786 16.4174 10.7897 14.524 15.7027 14.9301 9.15227 14.8971 12.7653 13.6966 13.3061 8.78213 11.6702 9.56579 16.6646 15.6474 19.0003
"Rapgef1" 3.582667 6.6886441 15.787086 7.1873621 6.6366206306 10.538092 16.29649 1.1110459 1.209168 20.835539 18.625159 18.573072 21.662931 21.348238 22.144059 21.7812840046317 13.121946 15.20549
"Rapgef2" 1.825370398 1.43667401 3.9113687 1.16480086 1.610130438 2.4064515 3.7516211 0.22302381 0.79373958 4.1229128980783 6.24585201 4.3861573 3.4461194 4.0316929 4.9454457 5.1644238 2.478129875 3.736127
"Rapgef3" 1.19522000010164 1.6273582 2.1054333 1.3754852 2.179034 2.0429042 2.93006813 1.22925884 0.631439 2.9749305 3.575381597641 2.14454710215129 2.285440398 4.6045158 2.93635700016692 4.601991 2.889057 2.5910813
"Rapgef4" 0.9144556 1.3053458 0.521025 1.689991 2.2975211 2.026493 0.9986604431 0.151557 0.0848797 0.975538 0.79446 1.85643 0.9618707 2.444032 1.8842391 1.1002389 0.980219303 1.1661866
"Rapgef5" 3.8792679 3.0561572 7.0876716 3.03934906 3.8751826 5.468851 8.7632818 0.8211 1.26045939 9.4037072 10.6762171 9.6640914 8.28449 10.2826066 12.6934847 11.7282756 6.8599409 8.4941626
"Rapgef6" 6.3540544 4.797769 9.146418 3.92766137 5.7982783 7.50577763 9.0628222 1.236754 1.50762117 10.5848630143727 12.613861 11.3251182 8.64771690213139 9.8478472893 9.5717877 14.8719089 8.6718473 12.5690467
"Rapgefl1" 1.612483 4.32588 5.81121 15.47028 12.97839 11.15463 26.32499 0.804012 1.462263 30.34766 24.14076 24.77295 27.67356 26.97488 30.77115 19.32348 22.07935 21.67352
"Raph1" 35.796494 10.87381143488 22.235397 9.44086 8.468709 9.3786567 11.69016 8.5519669 15.9590425 10.442727 17.08617 14.5181587 8.8492568 13.675374331 10.1238701 16.3178237 12.5772831 17.599783
"Rara" 5.113842 4.5731561 10.2301887 7.275291 9.403372 9.341799 15.407739 1.197918 1.8615770796988 18.43642 20.46372 21.288009 18.16907 26.2622 27.6284 15.168499 14.018866 13.295293
"Rarb" 0.0632496 0.3793353 0.6007987 0.51629 0.2563217 1.108666 0.826559 0.1348429 0 1.0755664 1.17693248 0.9148136 0.852828 1.711816 1.4677379 2.613101 1.435659 0.2627889
"Rarg" 0.802173 3.221392 4.43668 3.079808 3.281499 3.764443 7.81594 0.453024 0.67361288 10.041384 8.571932 10.638979 9.03438 15.012315 13.73543 5.17807 6.919272 3.386358
"Rarres1" 1.45621 2.62784 1.88901 1.56532 3.25424 3.77942 3.71382 0.754076 1.84996 4.13826 3.41458 3.57127 2.95203 3.78344 3.59906 4.58033 2.3777 2.00072
"Rarres2" 59.812169 113.754342 121.881009 104.276689 123.431343 107.703698 120.518872 120.672818 77.191613 226.247448 100.273852 153.020912 142.265221 175.956504 166.456415 143.322389 135.983243 35.1219934
"Rars" 40.782277 45.7586181 84.017549 22.3159372 23.861729 39.261923 44.387825 7.553671 13.881439 41.724948 45.5492 44.2658581 34.613885 38.316034 33.9144 53.828339 39.727517 63.4370688
"Rars2" 16.492225 18.870445 23.266066 16.048466 17.80899 20.210417 21.6074612 7.57106 10.246361 19.177757 19.127496 18.684832 20.731082 17.937556 18.333494 23.635669 18.012225 18.300511
"Rasa1" 16.038705 11.1395132 11.1716642 9.056608 11.3334921 14.762833 16.666046 3.91924 5.74069 16.5143295 19.8136583 17.098182 11.1186183 13.5758462 12.8560129 24.9551457 14.111849 19.191428
"Rasa2" 9.8794749 6.68635482 6.8919383 6.2261718 6.0605127 9.1168927 8.9053359 5.9705995 6.1691589 10.9385233 10.3649172 8.7326839 6.9957204 8.70379182 6.9290962 14.8938265 8.3026625 9.8671792
"Rasa3" 5.201339 6.179426 10.475595 5.275847 6.634018 8.722898 10.812038 1.223777 2.254303 13.223524 12.326471 12.6985 9.27213 14.354359 12.950694 16.186659 12.44471 8.29713
"Rasa4" 5.6688506 10.32149 17.5264361 11.5164996 11.955406 11.481347 13.3067209 1.407995 3.0881468831373 12.4913885 11.4773039 15.0476486 16.527389 22.1165362 14.952748 16.332961 20.4046244 21.880519
"Rasal1" 1.0416031 0.261829 0.147457000501844 0.367562000098004 0.69982900169847 0.4778160245908 0.6229478 0.01404390522207 0.01573290310933 0.462758000762911 0.258615 0.456689000465731 0.28174 1.18722600070316 0.2968570284646 0.493467 1.158334 0.155188
"Rasal2" 1.076508 0.3397913 1.375559 0.370362 0.376896 0.5954997 0.968986 0.1598102 0.15527 1.299034 1.3501 1.482643 1.27628 1.266186 1.364217 1.656836 0.697766 1.039141
