"";"mouse";"human";"mousemodule";"Taman_UC_logFC";"Lloyd_UC_logFC";"Lloyd_CD_logFC";"Taman_UC_reg";"Lloyd_UC_reg";"Lloyd_CD_reg"
"10856";"Igkc";"IGKV1-9";1;NA;1,6957255298392;NA;NA;"up";NA
"15717";"Nr4a2";"NR4A2";NA;NA;1,72912449070566;NA;NA;"up";NA
"3700";"Colec10";"COLEC10";NA;NA;1,48803133294358;NA;NA;"up";NA
"25818";"Vmo1";"VMO1";NA;NA;1,41473622043063;NA;NA;"up";NA
"16005";"Olig2";"OLIG2";NA;NA;1,74944353493606;NA;NA;"up";NA
"3195";"Cgref1";"CGREF1";NA;1,17584099757676;1,39826058578659;NA;"up";"up";NA
"2880";"Cdk5r2";"CDK5R2";NA;NA;-1,07481374317997;NA;NA;"down";NA
"14774";"Ms4a3";"MS4A3";NA;NA;1,985473170397;NA;NA;"up";NA
"22893";"Sstr2";"SSTR2";5;-1,22205384001658;-1,30048602928412;NA;"down";"down";NA
"11682";"Kcnf1";"KCNF1";5;NA;-1,37991277399238;NA;NA;"down";NA
"17908";"Pla2g4e";"PLA2G4E";NA;NA;1,80373646725629;NA;NA;"up";NA
"12768";"Lax1";"LAX1";1;1,87777299136205;1,57281682057564;NA;"up";"up";NA
"23842";"Thbd";"THBD";5;1,26808877986792;1,26974471243108;NA;"up";"up";NA
"5927";"Eva1a";"EVA1A";2;NA;1,57137556498633;NA;NA;"up";NA
"13101";"Loxl2";"LOXL2";5;1,22597380478067;1,56241254184813;NA;"up";"up";NA
"10311";"Ighv8-11";"IGHV2-26";NA;NA;2,09814676644118;NA;NA;"up";NA
"18079";"Pnliprp2";"PNLIPRP2";3;-1,73635340855225;-2,14769048375408;NA;"down";"down";NA
"10392";"Ighv5-12";"IGHV3-21";1;NA;1,58148821794949;NA;NA;"up";NA
"5991";"F2r";"F2R";NA;1,07911669252102;1,10468414610045;NA;"up";"up";NA
"5888";"Esm1";"ESM1";NA;NA;2,06730518610584;NA;NA;"up";NA
"6457";"Fgf10";"FGF10";NA;NA;1,71904920233081;NA;NA;"up";NA
"11306";"Il5ra";"IL5RA";NA;NA;1,33625348759548;NA;NA;"up";NA
"9741";"Ighv1-11";"IGHV1-45";NA;NA;2,33669833689582;NA;NA;"up";NA
"25375";"Ugt2b1";"UGT2B10";3;NA;-1,61946935661354;NA;NA;"down";NA
"17643";"Pfkfb3";"PFKFB3";1;1,53779617479918;1,36780255121356;NA;"up";"up";NA
"3008";"Celf3";"CELF3";NA;NA;-1,0705613498356;NA;NA;"down";NA
"21635";"Shh";"SHH";NA;1,55312349442074;1,23105895296846;NA;"up";"up";NA
"6682";"Fras1";"FRAS1";5;-1,22946426967494;-1,3162690283395;NA;"down";"down";NA
"11029";"Igkv1-110";"IGKV2D-26";2;NA;2,25439334459555;NA;NA;"up";NA
"17656";"Pgam2";"PGAM2";NA;NA;-1,1247811592276;NA;NA;"down";NA
"13894";"Meox1";"MEOX1";NA;1,89728500113158;1,33642833552508;NA;"up";"up";NA
"11731";"Kcnmb2";"KCNMB2";NA;NA;-1,04736600496473;NA;NA;"down";NA
"3235";"Chga";"CHGA";5;NA;-1,11569101726113;NA;NA;"down";NA
"23879";"Thy1";"THY1";NA;1,57044751468005;1,6333543789673;NA;"up";"up";NA
"17123";"Osmr";"OSMR";1;1,09946116873503;1,38965232030636;NA;"up";"up";NA
"22254";"Smco2";"SMCO2";NA;NA;1,66826895922434;NA;NA;"up";NA
"1293";"Asic5";"ASIC5";NA;NA;-1,94283701135132;NA;NA;"down";NA
"2126";"C6";"C6";1;NA;-1,08291839562136;NA;NA;"down";NA
"4535";"Dcx";"DCX";NA;NA;-1,47319190615564;NA;NA;"down";NA
"19880";"Ptn";"PTN";3;NA;-1,13525608910344;NA;NA;"down";NA
"19676";"Prss33";"PRSS33";NA;NA;1,74552317380471;NA;NA;"up";NA
"24792";"Trim15";"TRIM15";1;NA;1,05651734818163;NA;NA;"up";NA
"23338";"Syt1";"SYT1";5;NA;-1,12041035770591;NA;NA;"down";NA
"11613";"Jsrp1";"JSRP1";NA;1,0095774931436;1,80566684460833;NA;"up";"up";NA
"16004";"Olig1";"OLIG1";NA;NA;1,66231120629225;NA;NA;"up";NA
"11074";"Igkv18-36";"IGKV3-20";NA;NA;1,61727614853265;NA;NA;"up";NA
"12864";"Leap2";"LEAP2";NA;-1,03400585643296;-1,29317521151506;NA;"down";"down";NA
"6657";"Foxp3";"FOXP3";NA;2,10842223840849;1,6133506330762;NA;"up";"up";NA
"2576";"Ccl20";"CCL20";2;2,42960399869935;1,69321191742191;NA;"up";"up";NA
"20507";"Rgs16";"RGS16";NA;1,62379911297005;1,49684858351078;NA;"up";"up";NA
"7147";"Gjb5";"GJB5";3;NA;2,46286203029091;NA;NA;"up";NA
"2536";"Ccdc85a";"CCDC85A";NA;NA;-1,36030246068138;NA;NA;"down";NA
"20402";"Reg1";"REG1A";NA;5,04811231832682;3,60567261082548;NA;"up";"up";NA
"6571";"Fmo1";"FMO1";NA;NA;-2,77851603997545;NA;NA;"down";NA
"22467";"Sorcs3";"SORCS3";NA;NA;-1,2375206980803;NA;NA;"down";NA
"3871";"Creb3l3";"CREB3L3";4;-2,90256667338706;-1,87530740383993;NA;"down";"down";NA
"20187";"Ramp3";"RAMP3";NA;1,36647213191254;1,21666309214828;NA;"up";"up";NA
"13119";"Lpl";"LPL";1;1,3017181920004;1,4919019827105;NA;"up";"up";NA
"21969";"Slc30a2";"SLC30A2";NA;NA;-1,08499860748407;NA;NA;"down";NA
"15640";"Nox4";"NOX4";NA;NA;1,80832205100126;NA;NA;"up";NA
"18395";"Ppp4r4";"PPP4R4";NA;3,19618235537113;1,80356939166182;NA;"up";"up";NA
"14849";"Mt1";"MT1M";NA;-1,85725107264241;-1,66753949121692;NA;"down";"down";NA
"11064";"Igkv18-36";"IGKV3-15";NA;NA;1,61175963441156;NA;NA;"up";NA
"866";"Ano5";"ANO5";NA;NA;-1,15454749117975;NA;NA;"down";NA
"17498";"Pde10a";"PDE10A";NA;1,1605658576128;1,23082080682698;NA;"up";"up";NA
"11985";"Klhl30";"KLHL30";5;NA;1,26447743028046;NA;NA;"up";NA
"15155";"Nap1l2";"NAP1L2";NA;-1,04220060466396;-1,02175702030829;NA;"down";"down";NA
"6841";"G6pc2";"G6PC2";NA;NA;-1,7308055923447;NA;NA;"down";NA
"17216";"Pacrg";"PACRG";NA;NA;-1,04600324367807;NA;NA;"down";NA
"22103";"Slc5a7";"SLC5A7";5;NA;-1,51424374489344;NA;NA;"down";NA
"7420";"Gpr4";"GPR4";NA;NA;1,55876006341501;NA;NA;"up";NA
"4097";"Ctsk";"CTSK";NA;1,23382328752242;1,38480074302904;NA;"up";"up";NA
"23993";"Tmc1";"TMC1";NA;NA;1,12733060839369;NA;NA;"up";NA
"24180";"Tmem255b";"TMEM255B";NA;NA;1,24987741988693;NA;NA;"up";NA
"12889";"Lgals2";"LGALS2";NA;NA;-1,02682342607219;NA;NA;"down";NA
"2845";"Cdh5";"CDH5";5;1,02664207591628;1,07357219429669;NA;"up";"up";NA
"10400";"Ighv5-12";"IGHV3-23";1;NA;1,52815552113258;NA;NA;"up";NA
"7072";"Gfra3";"GFRA3";NA;NA;-1,02054077751611;NA;NA;"down";NA
"3676";"Col2a1";"COL2A1";NA;NA;-1,28306582753337;NA;NA;"down";NA
"23579";"Tbx20";"TBX20";NA;NA;1,92375657330548;NA;NA;"up";NA
"14834";"Msx2";"MSX2";NA;NA;2,12635465451226;NA;NA;"up";NA
"2891";"Cdkl2";"CDKL2";NA;NA;-1,03600307182879;NA;NA;"down";NA
"7368";"Gpr12";"GPR12";NA;NA;-1,57776166511885;NA;NA;"down";NA
"783";"Angptl4";"ANGPTL4";NA;1,84805545056684;1,96719741452436;NA;"up";"up";NA
"48";"Abcb1a";"ABCB1";3;-2,01116907048323;-1,2286391033549;NA;"down";"down";NA
"2296";"Capn13";"CAPN13";NA;-1,32175002481319;-1,21100183659143;NA;"down";"down";NA
"13392";"Maff";"MAFF";NA;1,19359668916977;1,09738148629254;NA;"up";"up";NA
"23721";"Tesc";"TESC";NA;1,29864537089177;1,22846006876264;NA;"up";"up";NA
"20772";"Robo4";"ROBO4";5;NA;1,05463620397632;NA;NA;"up";NA
"2470";"Ccdc178";"CCDC178";NA;NA;1,5871402258004;NA;NA;"up";NA
"3672";"Col25a1";"COL25A1";NA;NA;-1,04496870535205;NA;NA;"down";NA
"22201";"Slitrk1";"SLITRK1";5;NA;-1,28828077262049;NA;NA;"down";NA
"10329";"Ighv8-11";"IGHV2-70";NA;NA;1,84583007232881;NA;NA;"up";NA
"11505";"Itga11";"ITGA11";5;NA;1,14413717686303;NA;NA;"up";NA
"2850";"Cdhr1";"CDHR1";NA;-1,06491623368664;-1,14364095105501;NA;"down";"down";NA
"18078";"Pnliprp1";"PNLIPRP1";5;NA;-1,49859377015188;NA;NA;"down";NA
"19681";"Prss1";"PRSS3P2";NA;NA;2,1781860403291;NA;NA;"up";NA
"1690";"Bhlha15";"BHLHA15";1;1,21266932540923;1,38444419499076;NA;"up";"up";NA
"3282";"Chrna1";"CHRNA1";2;-2,7601719122952;-1,40561738713119;NA;"down";"down";NA
"23794";"Tff2";"TFF2";NA;NA;1,71470865117768;NA;NA;"up";NA
"2228";"Cadm2";"CADM2";NA;NA;-1,14312520631356;NA;NA;"down";NA
"8342";"Habp2";"HABP2";NA;NA;2,40381396620802;NA;NA;"up";NA
"11747";"Kcns3";"KCNS3";NA;NA;1,14685183329129;NA;NA;"up";NA
"15635";"Notum";"NOTUM";NA;NA;2,02217195821579;NA;NA;"up";NA
"5046";"Dkk1";"DKK1";NA;NA;1,77942555890363;NA;NA;"up";NA
"24331";"Tnfrsf12a";"TNFRSF12A";2;1,32246415956836;1,24112158158104;NA;"up";"up";NA
"28258";"Zfp663";"ZNF663P";NA;NA;-1,14849770605841;NA;NA;"down";NA
"22891";"Sst";"SST";NA;NA;-1,5746121665125;NA;NA;"down";NA
"17735";"Phlda1";"PHLDA1";2;1,34385303828626;1,23186040103758;NA;"up";"up";NA
"13255";"Lrtm2";"LRTM2";NA;NA;-1,2828140958559;NA;NA;"down";NA
"5480";"Edn2";"EDN2";3;-3,24980204660455;-1,38427078040795;NA;"down";"down";NA
"13196";"Lrrc3b";"LRRC3B";NA;NA;-1,54938283982631;NA;NA;"down";NA
"5370";"Dusp5";"DUSP5";NA;NA;1,04335302953477;NA;NA;"up";NA
"14197";"Mir223";"MIR223";NA;NA;1,63566213100542;NA;NA;"up";NA
"10542";"Ighv10-1";"IGHV3-73";5;NA;1,57657412992555;NA;NA;"up";NA
"14835";"Mt1";"MT1A";NA;NA;-1,26318559037059;NA;NA;"down";NA
"11039";"Igkv1-110";"IGKV2D-29";2;NA;1,79306789274491;NA;NA;"up";NA
"21001";"Rtbdn";"RTBDN";NA;NA;-1,18247893391556;NA;NA;"down";NA
"10663";"Ighv12-3";"IGHV4-59";NA;NA;1,46226291490227;NA;NA;"up";NA
"8954";"Hrh4";"HRH4";NA;NA;1,5660262810916;NA;NA;"up";NA
"2574";"Ccl12";"CCL2";1;1,02253622539208;1,49687056002281;NA;"up";"up";NA
"3305";"Chst2";"CHST2";NA;2,04131682602385;1,34032142194728;NA;"up";"up";NA
"3575";"Cnga3";"CNGA3";NA;NA;-1,38189495673258;NA;NA;"down";NA
"23810";"Tgfbi";"TGFBI";NA;NA;1,15381099874201;NA;NA;"up";NA
"11144";"Igkv6-13";"IGKV4-1";1;NA;1,53100858282098;NA;NA;"up";NA
"7048";"Gem";"GEM";NA;NA;1,06206221651845;NA;NA;"up";NA
"17676";"Pglyrp3";"PGLYRP3";NA;NA;2,48844706172005;NA;NA;"up";NA
"3402";"Clcnka";"CLCNKA";NA;NA;-1,75764176046908;NA;NA;"down";NA
"23048";"St3gal1";"ST3GAL1";NA;1,5113075655149;1,30875912059097;NA;"up";"up";NA
"15690";"Npy4r";"NPY4R";5;-1,03406943914948;-1,14915559708373;NA;"down";"down";NA
"3200";"Chad";"CHAD";NA;-1,84037012759931;-1,20191737048578;NA;"down";"down";NA
"13878";"Mei1";"MEI1";NA;NA;1,20296949331558;NA;NA;"up";NA
"14915";"Mtnr1a";"MTNR1A";NA;1,60367253767827;1,05689423555994;NA;"up";"up";NA
"14843";"Mt1";"MT1G";NA;-1,51790869841529;-1,28751047312942;NA;"down";"down";NA
"14462";"Mmp19";"MMP19";NA;1,02734706962243;1,40524293683411;NA;"up";"up";NA
"21937";"Slc26a7";"SLC26A7";NA;NA;-1,07041165576471;NA;NA;"down";NA
"5289";"Dram1";"DRAM1";NA;1,27520366611289;1,00888648477003;NA;"up";"up";NA
"21975";"Slc30a8";"SLC30A8";NA;NA;-1,41790515219152;NA;NA;"down";NA
"5047";"Dkk2";"DKK2";3;NA;1,97506224021978;NA;NA;"up";NA
"6019";"Fads1";"FADS1";NA;1,30085297707938;1,28156259883664;NA;"up";"up";NA
"25475";"Unc5d";"UNC5D";NA;NA;-1,20945204447565;NA;NA;"down";NA
"22466";"Sorcs2";"SORCS2";5;1,16947791763387;1,34279981394993;NA;"up";"up";NA
"1245";"Art5";"ART5";NA;NA;-1,4514503253555;NA;NA;"down";NA
"11736";"Kcnn3";"KCNN3";5;NA;1,16097261719239;NA;NA;"up";NA
"10480";"Ighv10-1";"IGHV3-49";5;NA;1,61331271207414;NA;NA;"up";NA
"15006";"Myh13";"MYH13";NA;NA;1,52361915200069;NA;NA;"up";NA
"24970";"Trpm6";"TRPM6";3;-2,24632313887211;-1,33252289138589;NA;"down";"down";NA
"13659";"Map7d2";"MAP7D2";5;NA;-1,01230144732457;NA;NA;"down";NA
"11084";"Igkv18-36";"IGKV3-7";NA;NA;1,45232144697665;NA;NA;"up";NA
"11449";"Irak3";"IRAK3";NA;1,0677287521034;1,00795894052521;NA;"up";"up";NA
"12859";"Ldlrad2";"LDLRAD2";NA;NA;1,28683155745261;NA;NA;"up";NA
"659";"Alox15";"ALOX15";4;NA;1,48066884096489;NA;NA;"up";NA
"2218";"Cacng4";"CACNG4";NA;NA;-1,3520173749127;NA;NA;"down";NA
"11288";"Il2ra";"IL2RA";NA;2,45100984355335;1,62976549917982;NA;"up";"up";NA
"12159";"Krt40";"KRT40";NA;NA;-1,20935297901565;NA;NA;"down";NA
"5438";"Ebf3";"EBF3";NA;NA;1,5551539662388;NA;NA;"up";NA
"15741";"Nrip3";"NRIP3";NA;NA;1,09300673319368;NA;NA;"up";NA
"5025";"Dio3";"DIO3";NA;-2,89115925352118;-1,44698945132638;NA;"down";"down";NA
"3085";"Cerkl";"CERKL";NA;NA;-1,00000861286815;NA;NA;"down";NA
"15909";"Nxf3";"NXF3";NA;NA;2,07082041379347;NA;NA;"up";NA
"25307";"Ubtd1";"UBTD1";NA;NA;1,00652051650679;NA;NA;"up";NA
"667";"Akp3";"ALPI";NA;-1,91188726498306;-1,16837648572331;NA;"down";"down";NA
"22730";"Spocd1";"SPOCD1";NA;NA;1,4095208104545;NA;NA;"up";NA
"13664";"Mapk11";"MAPK11";NA;1,73073546511376;1,13219030689518;NA;"up";"up";NA
"1508";"Azgp1";"AZGP1";NA;NA;1,39517357780795;NA;NA;"up";NA
"21310";"Fut2";"SEC1P";1;NA;1,07624209493623;NA;NA;"up";NA
"2099";"C4a";"C4B";NA;NA;1,3869751999236;NA;NA;"up";NA
"21233";"Scn2a";"SCN2A";NA;NA;1,30839492609274;NA;NA;"up";NA
"17736";"Phlda2";"PHLDA2";2;NA;1,19004724283336;NA;NA;"up";NA
"23576";"Tbx18";"TBX18";NA;NA;1,84093721585737;NA;NA;"up";NA
"9414";"Igfbp2";"IGFBP2";2;NA;1,18853252608023;NA;NA;"up";NA
"25477";"Unc80";"UNC80";NA;NA;-1,13295002907671;NA;NA;"down";NA
"24785";"Trib2";"TRIB2";NA;1,55991295307184;1,14867033663099;NA;"up";"up";NA
"12129";"Krt2";"KRT2";NA;NA;1,57849636651474;NA;NA;"up";NA
"2723";"Cd300lg";"CD300LG";5;NA;1,27804927907169;NA;NA;"up";NA
"780";"Angptl1";"ANGPTL1";3;NA;-1,05685042313874;NA;NA;"down";NA
"3440";"Cldn8";"CLDN8";NA;-1,90306862175241;-2,17925264209546;NA;"down";"down";NA
"23065";"St8sia2";"ST8SIA2";NA;NA;-1,02906875654549;NA;NA;"down";NA
"14829";"Mst1";"MST1L";NA;NA;-1,94129328914282;NA;NA;"down";NA
"14203";"Mir24-2";"MIR24-2";NA;NA;1,03617090185447;NA;NA;"up";NA
"781";"Angptl2";"ANGPTL2";5;NA;1,55094466052146;NA;NA;"up";NA
"6834";"Fzd9";"FZD9";NA;NA;1,25115877443298;NA;NA;"up";NA
"1500";"Avpr1b";"AVPR1B";NA;NA;-1,02419955448402;NA;NA;"down";NA
"23868";"Thrb";"THRB";5;-1,50268144134605;-1,0750988588374;NA;"down";"down";NA
"7138";"Gja4";"GJA4";NA;1,08544770419755;1,33380213085617;NA;"up";"up";NA
"5551";"Egr2";"EGR2";NA;1,2166464068662;1,33924835062364;NA;"up";"up";NA
"22487";"Sox18";"SOX18";NA;1,06208031954959;1,31742548633944;NA;"up";"up";NA
"23575";"Tbx15";"TBX15";NA;NA;1,73769349760037;NA;NA;"up";NA
"19595";"Prr16";"PRR16";NA;NA;1,25694845362869;NA;NA;"up";NA
"3374";"Ckb";"CKB";5;-1,65342193111894;-1,30979607363436;NA;"down";"down";NA
"5128";"Dnah5";"DNAH5";NA;NA;1,26336852989607;NA;NA;"up";NA
"24265";"Tmigd1";"TMIGD1";1;-2,31897512796699;-1,32166450593047;NA;"down";"down";NA
"6410";"Fcrl5";"FCRL5";NA;2,00481219787239;1,42799227019252;NA;"up";"up";NA
"11200";"Iglv1";"IGLV7-43";1;NA;1,40627683444237;NA;NA;"up";NA
"6628";"Foxe3";"FOXE3";NA;NA;-1,03935023658816;NA;NA;"down";NA
"11194";"Igll1";"IGLL1";NA;NA;1,30232457132513;NA;NA;"up";NA
"22438";"Snx32";"SNX32";NA;NA;-1,15072751464313;NA;NA;"down";NA
"7435";"Gpr83";"GPR83";NA;NA;-1,21636135297728;NA;NA;"down";NA
"9456";"Ighv1-11";"IGHV1-18";NA;NA;1,4460884738261;NA;NA;"up";NA
"25093";"Ttc9";"TTC9";NA;1,41446611390768;1,17259760242581;NA;"up";"up";NA
"12871";"Lemd1";"LEMD1";NA;NA;1,58765782774249;NA;NA;"up";NA
"11695";"Kcnip1";"KCNIP1";3;NA;-1,3614311085142;NA;NA;"down";NA
"3621";"Cntn3";"CNTN3";NA;-1,30688872246798;-1,07700529477689;NA;"down";"down";NA
"5552";"Egr3";"EGR3";NA;1,54191573386166;1,44092862577961;NA;"up";"up";NA
"25433";"Raet1a";"ULBP1";NA;NA;1,48759041768216;NA;NA;"up";NA
"21180";"Sbspon";"SBSPON";NA;NA;1,09473123812811;NA;NA;"up";NA
"1659";"Bdnf";"BDNF";NA;NA;1,3524918069913;NA;NA;"up";NA
"2677";"Cd177";"CD177";1;NA;-1,47614313999374;NA;NA;"down";NA
"6023";"Fads6";"FADS6";NA;NA;-1,78607184036486;NA;NA;"down";NA
"10817";"Igkc";"IGKV1-5";1;NA;1,39856693390895;NA;NA;"up";NA
"6873";"Gabrr1";"GABRR1";NA;NA;-1,80781697599346;NA;NA;"down";NA
"10830";"Igkc";"IGKV1-6";1;NA;1,44065030225038;NA;NA;"up";NA
"11204";"Iglv1";"IGLV8-61";1;NA;1,57769688359448;NA;NA;"up";NA
"12724";"Lama1";"LAMA1";NA;-1,8996422526788;-1,01515020293821;NA;"down";"down";NA
"609";"Aldh1a2";"ALDH1A2";NA;3,40591689710851;2,22195488621424;NA;"up";"up";NA
"2496";"Ccdc3";"CCDC3";5;NA;1,32379991929794;NA;NA;"up";NA
"1052";"Aqp7";"AQP7";NA;-2,62009942404502;-1,22142414275441;NA;"down";"down";NA
"11294";"Il33";"IL33";NA;1,50886346524194;1,02431272449357;NA;"up";"up";NA
"3404";"Clcnka";"CLCNKB";NA;NA;-1,97517337226873;NA;NA;"down";NA
"10752";"Igkc";"IGKV1-17";1;NA;1,38968585805518;NA;NA;"up";NA
"16013";"Onecut2";"ONECUT2";NA;NA;1,54774808986768;NA;NA;"up";NA
"10432";"Ighv5-12";"IGHV3-33";1;NA;1,25737592001816;NA;NA;"up";NA
"11269";"Il1rl1";"IL1RL1";1;NA;1,22790313474385;NA;NA;"up";NA
"6606";"Folr2";"FOLR3";NA;NA;2,26680248195785;NA;NA;"up";NA
"9067";"Htra3";"HTRA3";5;1,11869685944276;1,37104900028651;NA;"up";"up";NA
"6860";"Gabra4";"GABRA4";NA;NA;1,15305199842044;NA;NA;"up";NA
"13133";"Lrfn2";"LRFN2";NA;NA;-1,07138365368168;NA;NA;"down";NA
"17895";"Pla2g12b";"PLA2G12B";2;-2,82166667074053;-1,43442504135318;NA;"down";"down";NA
"11212";"Igsf5";"IGSF5";1;NA;-1,25523903897661;NA;NA;"down";NA
"21210";"Scg2";"SCG2";5;NA;-1,03686193562357;NA;NA;"down";NA
"45";"Abca8a";"ABCA8";5;-1,44108124701044;-1,16672132029314;NA;"down";"down";NA
"12719";"Lag3";"LAG3";NA;1,89071751577615;1,118766157098;NA;"up";"up";NA
"17268";"Panx2";"PANX2";NA;NA;1,63915028457847;NA;NA;"up";NA
"2993";"Cebpe";"CEBPE";NA;NA;1,38937734503978;NA;NA;"up";NA
"5461";"Ecscr";"ECSCR";1;1,10641806776677;1,05025558591549;NA;"up";"up";NA
"12903";"Lgi2";"LGI2";NA;1,88057117872512;1,21860125108787;NA;"up";"up";NA
"5646";"Elfn1";"ELFN1";NA;NA;1,13696381842988;NA;NA;"up";NA
"17927";"Plaur";"PLAUR";2;1,5844039393295;1,32245276974502;NA;"up";"up";NA
"3679";"Col4a2";"COL4A2";5;NA;1,09988821487344;NA;NA;"up";NA
"17988";"Plekhs1";"PLEKHS1";2;1,661979738168;1,14506766612874;NA;"up";"up";NA
"10677";"Ighv12-3";"IGHV4OR15-8";NA;NA;1,85597022755887;NA;NA;"up";NA
"3664";"Col18a1";"COL18A1";5;1,26317088455309;1,25944025016169;NA;"up";"up";NA
"21828";"Slc1a7";"SLC1A7";NA;NA;-1,34921213190922;NA;NA;"down";NA
"10765";"Igkc";"IGKV1-27";1;NA;1,33783108160826;NA;NA;"up";NA
"2759";"Cd80";"CD80";1;1,7864986416103;1,44979853746148;NA;"up";"up";NA
"1617";"Bche";"BCHE";3;-1,69346075921447;-1,1506277080146;NA;"down";"down";NA
"15340";"Necab2";"NECAB2";5;NA;-1,2196599494501;NA;NA;"down";NA
"13771";"Mcam";"MCAM";5;1,04989117770763;1,04573290526529;NA;"up";"up";NA
"6523";"Fjx1";"FJX1";NA;NA;1,46821941328388;NA;NA;"up";NA
"24371";"Tnnc2";"TNNC2";NA;-1,95986235694367;-1,03807897138095;NA;"down";"down";NA
"10960";"Igkc";"IGKV1D-43";1;NA;1,79687674073491;NA;NA;"up";NA
"19862";"Ptgir";"PTGIR";NA;1,46668243086101;1,39382057321047;NA;"up";"up";NA
"15716";"Nr4a1";"NR4A1";3;NA;1,61998475817593;NA;NA;"up";NA
"24452";"Tpbgl";"TPBGL";NA;NA;1,29854270034358;NA;NA;"up";NA
"3926";"Cryba4";"CRYBA4";NA;NA;1,27208373117257;NA;NA;"up";NA
"4311";"Cyp2w1";"CYP2W1";3;NA;-1,3060742316214;NA;NA;"down";NA
"6572";"Fmo2";"FMO2";NA;NA;1,78629280164425;NA;NA;"up";NA
"19884";"Ptp4a3";"PTP4A3";NA;1,42804629973049;1,1100133464562;NA;"up";"up";NA
"3666";"Col1a1";"COL1A1";5;1,31598281866187;1,54564866956249;NA;"up";"up";NA
"14942";"Muc16";"MUC16";NA;2,16144650222685;1,47898443911655;NA;"up";"up";NA
"10408";"Ighv5-12";"IGHV3-30";1;NA;1,29460608513449;NA;NA;"up";NA
"15808";"Ntng1";"NTNG1";5;NA;-1,20274169451661;NA;NA;"down";NA
"20251";"Rassf10";"RASSF10";NA;NA;-1,35613982258603;NA;NA;"down";NA
"21365";"Sema3e";"SEMA3E";NA;-1,65212961414642;-1,21156658394326;NA;"down";"down";NA
"1527";"B3gnt4";"B3GNT4";NA;NA;1,05861953261928;NA;NA;"up";NA
"24215";"Tmem45a";"TMEM45A";NA;NA;1,0865113167097;NA;NA;"up";NA
"10197";"Ighv1-11";"IGHV1OR15-9";NA;NA;1,48504516031395;NA;NA;"up";NA
"4263";"Cyp2c29";"CYP2C8";NA;NA;-1,14031976663646;NA;NA;"down";NA
"28279";"9130023H24Rik";"ZNF676";NA;NA;-1,12205921483412;NA;NA;"down";NA
"21997";"Slc35d3";"SLC35D3";NA;NA;1,23051469147099;NA;NA;"up";NA
"9429";"Ighe";"IGHE";NA;NA;1,74542691769486;NA;NA;"up";NA
"6877";"Gad2";"GAD2";NA;NA;-1,38625414577892;NA;NA;"down";NA
"3661";"Col15a1";"COL15A1";5;NA;1,19249964931012;NA;NA;"up";NA
"11188";"Iglc1";"IGLC3";1;NA;1,19738598194713;NA;NA;"up";NA
"10320";"Ighv8-11";"IGHV2-5";NA;NA;1,39407223064837;NA;NA;"up";NA
"21669";"Siah3";"SIAH3";NA;NA;-1,12204524937312;NA;NA;"down";NA
"7344";"Gpc5";"GPC5";NA;NA;-1,50575519059058;NA;NA;"down";NA
"25139";"Tubb3";"TUBB3";5;1,47098509230184;1,16325315380191;NA;"up";"up";NA
"11947";"Klf2";"KLF2";NA;1,34000369610792;1,06904808669142;NA;"up";"up";NA
"8965";"Hs3st5";"HS3ST5";5;NA;-1,3513822283058;NA;NA;"down";NA
"14507";"Mobp";"MOBP";NA;NA;-1,06087026547868;NA;NA;"down";NA
"19840";"Ptchd4";"PTCHD4";NA;NA;1,7468349692623;NA;NA;"up";NA
"2596";"Ccl4";"CCL4L1";1;NA;2,22797247810847;NA;NA;"up";NA
"5924";"Etv4";"ETV4";3;NA;1,0290313692082;NA;NA;"up";NA
"13252";"Lrrtm4";"LRRTM4";NA;NA;-1,0912692159254;NA;NA;"down";NA
"13729";"Matn3";"MATN3";NA;NA;1,05611111935605;NA;NA;"up";NA
"24978";"Trpv4";"TRPV4";NA;NA;1,05076338412015;NA;NA;"up";NA
"394";"Adora1";"ADORA1";1;NA;1,03540930595319;NA;NA;"up";NA
"2474";"Ccdc181";"CCDC181";NA;NA;-1,26813321185323;NA;NA;"down";NA
"7485";"Grem1";"GREM1";NA;1,81011732143278;1,56328338747767;NA;"up";"up";NA
"1582";"Batf";"BATF";1;2,09584867477099;1,28427244319168;NA;"up";"up";NA
"16586";"Or51e2";"OR51E2";NA;NA;-1,56338838934405;NA;NA;"down";NA
"11520";"Itgax";"ITGAX";NA;2,12741299448608;1,23634278693398;NA;"up";"up";NA
"12640";"Gm29735";"KRTAP5-9";NA;NA;-1,06524970386089;NA;NA;"down";NA
"1290";"Asic2";"ASIC2";5;NA;-1,01488434502921;NA;NA;"down";NA
"24862";"Trim58";"TRIM58";4;NA;1,01187735476562;NA;NA;"up";NA
"2111";"Gm1043";"C4orf50";NA;NA;1,84449263549092;NA;NA;"up";NA
"3951";"Csdc2";"CSDC2";3;NA;1,56384749356282;NA;NA;"up";NA
"11349";"Inhbb";"INHBB";NA;NA;1,10510332223116;NA;NA;"up";NA
"3962";"Csgalnact1";"CSGALNACT1";NA;NA;1,22041417780315;NA;NA;"up";NA
"11094";"Igkv18-36";"IGKV3D-11";NA;NA;1,51918660886135;NA;NA;"up";NA
"4071";"Ctla4";"CTLA4";NA;2,58458660489516;1,54130148780807;NA;"up";"up";NA
"21759";"Slamf9";"SLAMF9";2;NA;1,77056251249634;NA;NA;"up";NA
