"";"logFC.6w";"logFC.8w";"logFC.10w";"logFC.12w";"logFC.14w";"logCPM";"LR";"PValue";"FDR";"logFC.WT";"module"
"Tnfrsf8";-0,170955451300364;5,18949855611467;5,56848451706698;3,88828179693715;4,94579237056653;2,91544214659743;166,62151861917;3,83537710760119e-34;4,03333205509028e-32;0;1
"Gm10705";3,1158893483783;6,17461689459924;9,39380657815186;6,42721060952055;10,3454304922861;0,539341157869156;166,385366713958;4,3070002455036e-34;4,50026307703261e-32;0;1
"Ceacam12";4,02120686559225;6,4514240580879;8,49560909187946;6,62939625079766;10,7047610127574;0,577901420288251;166,315473825811;4,45739897355392e-34;4,62774543114197e-32;0;1
"Igkv5-43";2,99981791101453;5,29344190749826;5,55304457298506;5,43319814562716;5,79741359128656;4,24917482442578;165,949307348072;5,33549734928794e-34;5,50434220211351e-32;0;1
"Plaur";-0,123126007270534;0,850069104397959;2,84640128353058;1,05690030059142;4,04574776319045;4,03788209012765;165,831763147763;5,65253486033962e-34;5,79473699519093e-32;0;2
"Calhm6";-0,0784478480607332;2,36636139979192;5,03333281319809;3,22634724477801;4,45035380981599;3,238294586115;165,007036925413;8,47464317556871e-34;8,63354273511063e-32;0;1
"Acod1";-0,260339179294337;1,29329857102008;4,35322184832692;1,60894230756638;3,96092258394854;3,32800213812851;164,701643883196;9,84565085110989e-34;9,96795707286281e-32;0;1
"Polr2k";-0,294238239546553;0,366833804169389;2,22821297165995;1,89649074236859;4,06282138045119;3,98553715739312;164,55306293872;1,05907697519147e-33;1,06561448738401e-31;0;2
"Gm4294";1,11976355221461;1,1559691025469;-6,79563631493518;0,508347916072976;4,54541897108125;1,1681076834357;162,860757012103;2,43082990029686e-33;2,43082990029686e-31;0;2
"Gm10146";4,33678322153325;4,03808263084055;6,63849336717465;4,44531108912368;7,86794007501012;2,15463932347932;162,65969513308;2,6829939053266e-33;2,66663418639168e-31;0;1
"Rps27l";0,185916457627406;0,478076446015082;1,98281563986961;1,9405715785943;4,10936042644508;7,85655258739572;162,272165820328;3,24515715998697e-33;3,2058219216841e-31;0;2
"Lilr4b";0,327395527547963;1,49672485408791;4,78173648487819;2,72895446811963;5,06579053592936;2,73776197462943;162,099994609545;3,53133698914998e-33;3,46751764597257e-31;0;1
"Ubd";-0,178441398765955;2,60430069331436;3,91347837788751;3,43164910569372;3,94611704496551;5,7081928718511;161,393438390067;4,99522636200975e-33;4,87558022160233e-31;0;1
"Plac8";0,121103853798461;1,56776430896699;3,34448542792596;2,68354403764318;4,67088009875257;11,6618951479602;161,161903751573;5,59639781192797e-33;5,42983835323964e-31;0;1
"Tnip3";0,415058858894471;2,07331724474298;3,75743040488369;2,44288676961542;4,39020563642705;7,27840932357617;161,032219522941;5,96418635677281e-33;5,75244009558561e-31;0;1
"Dnajc15";-0,102329657339581;0,274295238684708;1,80582331461501;1,92029402242295;3,82330717172058;6,24250528124273;160,89787980808;6,3706791005862e-33;6,10835701997382e-31;0;2
"Igkv1-135";1,84887144295661;3,58300760333867;4,02269181017099;3,05173959416348;5,36424769776112;4,19727054075487;160,542726782376;7,58375859253376e-33;7,22896286890645e-31;0;1
"Ighv2-2";2,46894128359588;0,552246428004614;-0,89101614742492;-2,36674633253681;-1,32692174787506;3,81849578527886;159,886078773229;1,04673548315659e-32;9,91964440433285e-31;0;5
"Fpr2";0,185941762257731;1,23558934381705;4,15706413408203;1,83400983609594;4,94328160232941;2,72054399950881;159,694042672206;1,15017490660521e-32;1,08369080795751e-30;0;1
"Il1a";-0,11548489668177;0,692831474518349;3,40502164814885;1,19028756156884;5,09189567108809;2,13390368332137;159,064335828898;1,56661123220591e-32;1,46757259108944e-30;0;2
"Ccnb1ip1";-0,0480967237744472;1,71959933508386;5,26281514369884;2,55862188299749;4,75250518601379;2,36501574121995;158,94761556757;1,6589545822207e-32;1,54519769658271e-30;0;1
"Lbp";-0,0514386767894535;0,887917954959909;3,77733559257158;1,55821711409058;3,08007860218065;5,3410785366046;158,639227044901;1,92997150694008e-32;1,78741679335928e-30;0;1
"Mzb1";0,907724798311562;2,60606114334389;3,61106256933081;3,551019609493;4,69957092858666;5,1775487315576;158,466921963908;2,10023261682963e-32;1,93411252284311e-30;0;1
"Pck1";-0,339306964629426;-2,0394536277164;-5,29368280419227;-2,19624722523862;-2,09840135436283;6,29991978015041;158,225306224169;2,36456930795777e-32;2,16530784942201e-30;0;3
"Il17f";-0,0572790301627746;-0,0496916438629293;3,87521136811566;1,08097188673392;5,4262514359675;1,25086860371364;157,015854305143;4,28001760394758e-32;3,89744619800813e-30;0;1
"Igkv4-57";2,43450569116541;5,78118756642709;6,2092643152054;4,9650435368739;3,80690489858743;3,18533674598457;156,631465763297;5,16818387111274e-32;4,68007761661876e-30;0;1
"Klra17";0,620643493322271;3,18255699081467;6,76459913767016;2,84938788992204;7,61091899465486;0,291139459911023;155,967746858024;7,15700848207202e-32;6,44526178219746e-30;0;1
"Gm8815";0;8,28314387121747;8,36118945833326;0;0;-0,97834448755801;155,415020741975;9,38579979818718e-32;8,40596355551929e-30;0;4
"Ndufb1-ps";0,445061872999278;0,654582062557889;1,98771000880888;2,11687712810456;4,05437314484911;5,88262399127623;155,27191735076;1,00682352897314e-31;8,96788170615418e-30;0;2
"Mrpl53";0,10725132146127;0,887232718858373;2,49347378596931;2,12529330673492;4,0100428903645;6,09304003130772;154,763199942546;1,29213983612647e-31;1,14466735482943e-29;0;2
"Immp1l";0,294048789302697;0,458720370638161;2,05350316154649;1,85785300726338;3,93432827938409;6,16244133286261;154,693699286654;1,33694190318232e-31;1,17795421739847e-29;0;2
"AC125149.3";1,29514855408326;1,91791242343292;4,86841804305734;4,41720627643241;6,95685878535849;1,23051054297077;152,647708348148;3,64613259057446e-31;3,1952667326002e-29;0;2
"Gm18852";0,382047050046239;4,21429428612837;6,82067411017952;4,66944425343285;4,88904281349819;1,86708950307014;152,635411288979;3,66818247690656e-31;3,19739969912176e-29;0;1
"Igkv5-48";4,62227747675849;6,04665820887189;6,00313592743175;4,19502148538128;6,02829147480314;3,94817038259041;152,184149524989;4,57654251531835e-31;3,96795973402601e-29;0;1
"Timm8b";-0,122943377926275;0,474515974641076;1,87688267133257;2,05795515247663;3,77226407876464;6,42757247007366;151,71934712503;5,74779708025565e-31;4,95709483641096e-29;0;2
"Ak4";-0,569219309836524;1,90696773089286;3,71056213319327;1,61372885394686;3,12695212286114;5,8702368172114;151,395536261974;6,73662643029801e-31;5,77931635862408e-29;0;1
"Atp5e";0,11716220871367;0,435409121340158;1,60721857668367;1,92047866903008;4,01254685532958;8,81613319850142;151,37211229983;6,81442847196343e-31;5,81545466455518e-29;0;2
"Il1f6";0;3,83412370284798;7,14472955657102;3,57241315931149;9,40674844572199;-0,818411397139636;151,172848617885;7,51367062600441e-31;6,37879329186833e-29;0;1
"Ighg2b";0,782809575726358;4,22728769628357;3,85678318797465;4,39710130694845;3,11727674028673;4,53807055842853;151,100385306237;7,78536770449121e-31;6,57520692140967e-29;0;1
"Gbp2b";0,305359816852744;3,27715403426907;4,70281405340827;2,9135402851114;2,86135401294001;8,95869508899731;150,989311276894;8,22102174831053e-31;6,90735332461143e-29;0;1
"Serpina3f";0,692821336280289;4,3416087474348;7,37420810393509;4,93680501118135;6,89798000888178;1,22286020512964;150,92388524028;8,48895545768805e-31;7,09589610052898e-29;0;1
"Mmp10";0,180398283994404;0,583781316023772;4,17706921766111;0,591640491614201;4,50337243182049;2,2123023025796;150,713755380845;9,4099583410405e-31;7,82562862035511e-29;0;1
"Ccdc58";0,121282029831562;0,818735609683217;2,40240107088528;2,08620222707696;3,9645423937362;4,6476089188132;150,253541514104;1,17911430911565e-30;9,71863292518243e-29;0;2
"Hdc";0,26442444679925;1,07123087774183;4,79334171877004;1,53451516998384;4,51487206774131;2,28495261115918;150,251066492595;1,18054559459271e-30;9,71863292518243e-29;0;1
"Hddc2";0,171717755650146;0,538667534284186;1,83989108833262;1,60389995887625;3,82399236119431;5,05040992164353;149,876078642235;1,4187439673723e-30;1,16208676724465e-28;0;2
"Tex30";0,721730477650297;1,28147831489292;3,24269290339439;2,39360500610238;4,23677637575718;4,54654868535531;149,124008556792;2,05106954408768e-30;1,67162167843146e-28;0;1
"Trem1";0,0948612630352508;-0,207214416397793;4,63302032680658;0,883240824694293;5,12039322154229;1,0147422652517;148,333171539698;3,02197448867781e-30;2,45065592862927e-28;0;1
"Chchd1";0,0350098130481348;0,262272247971276;1,82224895463197;1,78209021850568;3,71220339932767;6,2014772762893;148,248616028077;3,14981692928487e-30;2,54168395778928e-28;0;2
"Bbip1";0,367475911157874;0,855871822168863;2,45036695928235;2,08558600962659;4,00306827534119;5,75075095654931;148,168460349358;3,27599552280669e-30;2,63047916363296e-28;0;2
"Tma7";0,324821998223387;0,900689573140764;2,43602357151591;1,79359655884944;3,97168193370369;6,13463080075226;147,653600451461;4,21605789812969e-30;3,36871292840754e-28;0;2
"Snrpe";0,201343647055894;0,814992526121661;2,40503667308103;1,97323040224755;3,9399885517896;6,74204529166335;147,413669052481;4,74200318815986e-30;3,77047082765882e-28;0;2
"H2-Q7";0,154814710768677;3,42211241223681;3,76927906410287;3,60190347420573;3,89132743415114;5,53199281712473;147,24380427924;5,15355060471815e-30;4,0778094590731e-28;0;1
"Smim6";0,0938998864038657;0,623555912378837;1,23734794126311;2,05693676976748;3,75401577555734;6,27290942320365;147,006944856832;5,78769060270839e-30;4,55745685140806e-28;0;2
"Cops9";-0,387989495279107;0,278505413787582;1,23055450057318;1,8753869299713;3,50548253541958;5,61244577229387;146,814916589293;6,35863246127127e-30;4,98296678455393e-28;0;2
"Clec4n";0,293115936553521;0,755265907232619;2,55152244442525;1,74752712297841;3,93992395768593;4,45573556639599;146,37134201302;7,90205835669204e-30;6,16284934038661e-28;0;2
"Lilrb4a";0,52970631038865;1,68067025644633;4,13765824113234;2,45275957086591;4,63184605069378;3,29562841362789;145,903470741555;9,9375627815005e-30;7,71344158754562e-28;0;1
"Srgn";0,124912768461835;1,1140796690772;3,24643671460302;1,67219164426526;3,70662611729421;6,24466216876239;145,799214768669;1,04582607585948e-29;8,07913034905668e-28;0;1
"Casp4";-0,131738308843106;1,81941919851653;3,51227778485043;2,69098420865622;3,767664548305;6,51340709371334;145,611058575476;1,14679896364157e-29;8,81736939026304e-28;0;1
"Lsm3";0,238136351411679;0,927578565515087;2,58187439628901;1,95906601815004;3,90397170998677;5,43215197644151;145,153363620748;1,43499907715387e-29;1,09814483369052e-27;0;2
"Ciao2a";0,129403394852892;0,852224124030937;2,51223680770559;2,05787770066159;3,98029394999;7,89780749474119;143,547418024373;3,15086944069032e-29;2,39996130295571e-27;0;2
"Gbp8";0,143098644939841;3,14741821386844;4,53895854860766;3,94130983790139;3,21410269044431;3,75091388413475;143,257908422292;3,63077772731333e-29;2,7526361374515e-27;0;1
"Eef1e1";0,141138272227962;0,558519366475133;2,69950119660725;1,73579028810301;3,68906348167706;5,00031608527053;143,019218668209;4,08093095398346e-29;3,07959141434863e-27;0;2
"Psmb9";-0,459793963163143;2,518124585185;3,66526242528336;3,20246037320607;3,5856772100925;7,63359470662011;142,959274086807;4,20249049406376e-29;3,15670944945803e-27;0;1
"Med21";0,330860923692698;0,726896455604461;2,42947191775577;2,07974903784048;3,86239563314556;5,4090181389876;142,420572043432;5,4709055271546e-29;4,09063119690918e-27;0;2
"Rbis";0,256112924906739;0,558510040156922;1,91737732096098;1,83199393447327;3,78843930092839;5,54141251724494;142,398511211658;5,53031865086964e-29;4,11617324242809e-27;0;2
"Gm2223";2,97337696578474;2,87833241211348;1,45312245703721;-8,26476284385269;1,25202587234567;2,17554276491136;142,284983089842;5,84642185117713e-29;4,33166709882669e-27;0;5
"Nlrc5";-0,223305358086019;3,24171270171144;3,77923137063783;3,52562520736292;1,40518582823879;3,93225906045478;142,166182676994;6,19656174123255e-29;4,57031476842039e-27;0;4
"Ndufa4";0,0881715656229588;0,518947347157751;1,85373025437587;1,73933459476719;3,84240611817008;8,03153333243791;141,569663842726;8,29817111672054e-29;6,09280131542995e-27;0;2
"Cd3d";0,244964382234497;1,52975615986069;2,56399506899357;2,94704007498125;4,53155163696486;3,53062322465679;141,468454397053;8,71967677351653e-29;6,37357539947621e-27;0;2
"Tdpoz8";0,555757726931861;3,00017081571422;4,43573093966263;3,79606103979512;4,0811233953731;3,95656933946923;140,987952723695;1,10320127075155e-28;8,01950515338537e-27;0;1
"Ighg3";0,0798565943091612;2,33013167499738;2,73645307195979;4,27242364955006;3,79461618525286;3,82711568778779;140,980954654494;1,10698690767589e-28;8,01950515338537e-27;0;1
"Fcgr4";0,494001410162531;1,84470120467698;4,28327087326769;2,25759063078624;4,11311790172376;3,55653983133161;140,751413091668;1,2386261332816e-28;8,93345397012835e-27;0;1
"C1d";0,152342325537661;0,60598418131086;2,33220812908469;1,91480892394624;3,76091864116026;6,55285782561185;140,344721907791;1,51144976489721e-28;1,08531414836231e-26;0;2
"Zbp1";-0,942442487824008;1,98529744453718;3,47225300433372;2,45508090405478;2,98831737356441;7,01492997577697;139,654602698766;2,11877819343836e-28;1,51474055057216e-26;0;1
"B230303A05Rik";0;1,86709334978282;7,52995343051995;4,27747121878409;8,98718098354184;-1,04175754494034;139,643987394122;2,12981442394578e-28;1,51598144586534e-26;0;1
"BC023105";-0,0799339823052865;4,85493399957104;6,92086137853384;5,88563284179266;4,05736456690787;1,21157654249664;139,39735892201;2,4030416556516e-28;1,70302517335309e-26;0;1
"1700066B19Rik";-0,261266344783369;0,570454967042893;2,73198476717437;1,83767555730959;3,45497497295115;5,21102341436708;139,258970587443;2,57142650915593e-28;1,81446978784596e-26;0;1
"Mgat4c";1,07895999907467;1,73963851327911;3,8001202125467;2,31406070214568;4,18945866395155;7,46521005376163;139,059068597567;2,83569708393645e-28;1,99232165811052e-26;0;1
"Rpl41";-0,232336499224774;0,368534388441632;1,36702211722859;1,84356162632661;3,82013958880208;10,8975808454863;138,921315018184;3,03344568259861e-28;2,12211006980075e-26;0;2
"Rpl12";-0,0147828744949833;0,414234030537593;1,88175629265352;1,8589720842741;3,61140713335324;5,40472176882168;138,811682622802;3,20063129317084e-28;2,22949957601216e-26;0;2
"Tmem256";-0,0637695930565965;0,459031686712655;1,38959664272478;2,15919824184551;3,56027569941224;5,42278302447493;138,770652515899;3,26554290377749e-28;2,26503614176907e-26;0;2
"Stard3nl";0,223600035871463;0,968751723490952;2,13835266784551;1,96676749781496;3,8811802873639;6,75943022957231;138,423993982164;3,86923667672916e-28;2,67239651824938e-26;0;2
"Phf11d";-0,211829839387186;1,09992430007037;3,60632868473736;2,3544598739006;3,43722470610716;4,06709479697309;138,238177317858;4,23752589211581e-28;2,91441654183492e-26;0;1
"Igkv1-133";3,12819916921117;4,96812446208125;5,93485810225314;4,54688295141726;7,94025358124222;1,34116183588497;137,75182104889;5,37601339079856e-28;3,68189152395027e-26;0;1
"Myl7";0,600437292017493;3,15038705335387;3,3611060172997;3,81066527057197;5,77470770732886;2,35140636318896;137,725326117479;5,44615678769713e-28;3,71432450374323e-26;0;2
"Stfa3";0;0;5,58551722616522;1,83952075512105;8,6122680608247;-1,68500451913833;137,012111803131;7,7202126853131e-28;5,24331111544182e-26;0;1
"Gtf2a2";0,177634340821106;0,689723140275709;2,16283033266815;2,11601824919891;3,75034570379375;5,71498935663658;136,722169779112;8,89670855180636e-28;6,01727590848314e-26;0;2
"Fkbp11";0,285192499899725;0,597396429472061;2,84273924637403;1,3378347047613;3,78587293311156;3,99393250623061;136,311519651056;1,08760156994649e-27;7,32558082236687e-26;0;1
"Sirpb1a";-0,330475691200148;1,74843059490893;5,31374752010874;2,05959212788012;5,10603048698525;1,17669613284434;135,658760050009;1,49669512516521e-27;1,00395598930835e-25;0;1
"Abcb1a";0,124437710186112;-1,59587886658166;-4,29100713107762;-2,36634367267831;-2,22330181490336;7,73216214930295;135,550793907814;1,57785401634429e-27;1,05405821583656e-25;0;3
"Rps27rt";0,228610262160794;-0,156405911510326;0,915525294295805;0,956415249322015;3,44551533972778;7,87356799970597;135,323132190876;1,7636968762314e-27;1,17339832990089e-25;0;2
"Ccl20";-0,845835389189253;0,724071700125348;1,62874222916802;1,78375889250413;3,39387988714565;4,5690420840098;135,273976884851;1,80661113106344e-27;1,19706347302171e-25;0;2
"Commd1b";1,99863532491283;1,99071709070735;3,55293466463398;2,5287746966239;4,57078804959769;5,04700769070835;135,196709579934;1,87618786517307e-27;1,23813207296846e-25;0;1
"Ly6c2";1,71949390478975;3,67025824299719;5,46049851793016;3,84298499764535;4,17474553610008;3,43856477209258;133,987962544264;3,38834931699964e-27;2,22701991399573e-25;0;1
"Ifitm1";0,423482905159797;0,605421837114271;2,77905309094389;1,3565599641845;3,57154731323033;5,38404140574478;133,55901602802;4,17902397204056e-27;2,73566629495025e-25;0;1
"Sprr2f";0;3,5001648241419;7,49445629176466;0;8,52801662198075;-1,3338586566384;133,344626671201;4,6408544432294e-27;3,02583709698557e-25;0;1
"Hsd3b3";-0,0495091476624683;-1,68251571702683;-5,34021844037864;-0,812595899803487;-1,89632090696161;4,08326213408338;133,102525782721;5,22400144932058e-27;3,39247902884165e-25;0;3
"Igkv1-110";0,724613613651416;1,56563651896998;1,64265185993437;2,54391469017251;4,02141581058318;5,31225155001547;133,055198674389;5,34628395118844e-27;3,45811223826871e-25;0;2
"Zc3h12a";-0,121989540766882;2,52888130873508;3,82456617997375;2,86173733725366;3,04349474023279;6,1778643926093;132,435349117044;7,23859419081444e-27;4,66360020989231e-25;0;1
"Atp5mpl";0,247169304474404;0,597485856695876;1,83906014518475;1,80814714813015;3,76972496474057;7,74005327326131;131,816624948745;9,79498323174216e-27;6,28575695580304e-25;0;2
"Iglc2";1,45327168569368;2,26994110829989;2,95220760794429;3,51184348535771;4,45702417602668;5,6932377265472;131,238533798858;1,29931534730613e-26;8,30542751415293e-25;0;1
"Adgrf1";-0,802324450936787;2,1997322574098;3,20161787639597;1,47421510489171;2,98236399693553;4,92637803370206;131,070462946588;1,4105501014197e-26;8,98123697388324e-25;0;1
"Cox16";0,191782591135163;0,311521123302804;1,75133706834335;1,35062275684789;3,52967614184152;5,79388207462073;130,946760722179;1,49845712027909e-26;9,48724179689802e-25;0;2
"Rps12";-0,022282372521529;0,333618787757784;1,60498597893314;1,89651619242842;3,81140545496836;11,2694013191588;130,94238964417;1,50166158503048e-26;9,48724179689802e-25;0;2
"Tmsb4x";0,341587203920274;0,606376769511787;1,89397020843623;1,72961637714151;3,99117741679238;11,063523705199;130,721018103833;1,67323425728983e-26;1,05303932022488e-24;0;2
