"";"logFC.W1";"logFC.W2";"logFC.W3";"logFC.W4";"logFC.W5";"logFC.W6";"logFC.W7";"logCPM";"LR";"PValue";"FDR";"logFC.W0";"module"
"Fbxl18";-0,0966869076831777;0,0904039611525534;0,0682768539360894;-0,225794723594887;-0,452331122027944;0,00777240564121991;-0,0492791277956382;4,14096155036249;6,05391068008483;0,533468787208981;0,705636570124482;0;NA
"Gpr35";-0,00916204179786134;-0,21583882461679;-0,262035178182186;-0,357936694324447;-0,387504869339117;-0,341746599183588;-0,00334626927301364;4,34026513933552;6,05243676357714;0,533640111743174;0,705803805571312;0;NA
"Dhdh";-0,156320442584438;-0,285699406968534;-0,19169109751986;-0,148123225847222;-0,557183235831709;-0,389087696131934;-0,885545403919855;1,66564538654808;6,05113505430935;0,533791437577957;0,70594456440113;0;NA
"Xpo5";-0,0391249706474582;-0,197075742190022;0,0268222713764024;-0,34809802518422;-0,37087922852921;-0,090341165247181;-0,0211114406738438;5,08118027300829;6,04924637573819;0,534011029973573;0,706120328339391;0;NA
"Fam149a";0,0498558490541529;0,312266106356202;0,377213682489749;0,368703668127627;-0,0715337029706056;0,294196219359821;-0,0106699884992394;3,65382620899422;6,04921941312677;0,534014165116102;0,706120328339391;0;NA
"Arsj";-0,403477959070222;-0,422221597953886;-0,142013857204063;-0,803648962772661;-0,454705744009669;-0,512716993974809;-1,16959057541561;0,036343019225255;6,04822169912885;0,534130181865669;0,706201257825682;0;NA
"Cetn4";-0,62990938587071;-0,231044675452627;-0,834841267549164;-0,189335762133284;-0,0355181018566589;-0,54682937409427;-0,831238013140981;0,378976795915149;6,04756109987208;0,534207003566137;0,706201257825682;0;NA
"Zfp382";0,272871499345269;-0,354842498407124;-0,852193649390765;-0,659022352178216;-0,789985174188188;-0,710732865925137;-0,370348125008111;-0,909116610074252;6,04753427325879;0,534210123350772;0,706201257825682;0;NA
"Nbdy";0,0568968661129148;-0,122662623183155;-0,259806098232597;-0,102555703066576;-0,275330181187365;-0,407803422457704;-0,563973446444006;3,12598883670403;6,04491419780081;0,534514858332767;0,70654469503176;0;NA
"Mdh2";0,0590848882861089;0,171578584537101;0,303981304611683;0,429069461825992;0,397968508161243;0,420794540264723;0,356469212972961;8,53122359453478;6,04302876379973;0,534734191556608;0,706775196271794;0;NA
"Zfp566";0,175474764423371;-0,517471683066292;-0,644521762284057;-0,473051671360611;-0,0989970922950329;-0,708212963677069;-0,36095057427559;0,61986371448412;6,04049490429088;0,535029012561384;0,707104517325873;0;NA
"Pdgfb";0,118464737277069;0,168941766460805;0,0592861799701316;-0,0889755586575992;-0,387122228544866;-0,315354557738799;-0,542820350764741;1,96215520154296;6,03982168796066;0,535107353819284;0,707104517325873;0;NA
"Tars2";0,0226622591464965;0,137918317271278;0,289373587567183;0,373011765477187;0,357384189829;0,375566346915208;0,351792888825527;4,82219445937499;6,03972782610378;0,535118276755071;0,707104517325873;0;NA
"Acacb";-0,0211867949327396;-0,200165032347653;0,252836807144124;-0,382319781687621;-0,0992826688743518;-0,107692391796678;0,235298031902105;2,99289699626926;6,0353406041822;0,53562892695231;0,707719807508549;0;NA
"Noxa1";-0,0490814682763398;-0,125142873958562;0,0683045346310435;-0,0309648807600827;0,0166001687958167;0,00787618524317491;0,372499788036614;5,30972765825769;6,03452110824555;0,535724333410217;0,707786384023145;0;NA
"Cbwd1";0,0686669686443702;0,171299594540946;0,256423145328702;0,426475391704684;0,418823826211487;0,567907762292275;0,492466334517278;3,13096615726961;6,03280995953156;0,535923568493428;0,707990113759657;0;NA
"Efcab12";0,144870311250203;0,562384515576857;0,882583694901053;-0,286467222330424;-0,113725654158081;0,515320654057703;-0,338823944158593;-1,27273833180896;6,03000052309442;0,536250744369636;0,708322339249997;0;NA
"Slc25a16";0,104116355471756;-0,111876655524376;-0,106686471161527;-0,226292932559318;-0,176186579272817;-0,301330004405439;-0,350453619225685;5,37370831774763;6,02987677522009;0,536265157365012;0,708322339249997;0;NA
"Sap130";0,0138868944238769;0,0638711995677765;-0,040936165133671;-0,276933677999412;-0,252515917905618;0,051851251490021;0,174102264808706;5,15051528154529;6,02739369984235;0,536554394941562;0,708644841840662;0;NA
"Cox15";0,104838230376522;0,0605419998529122;0,0794622172321029;-0,190510782160471;-0,317818655277109;-0,125555991986296;-0,123983294353214;5,80234272242798;6,02148707061357;0,537242666221905;0,709494262775371;0;NA
"Micall1";-0,0278315346830627;-0,332800929668262;-0,260760949308323;-0,39259910082781;-0,329079282056565;-0,270744464857054;-0,00692770254389558;4,54445693813734;6,02022804940286;0,537389418592903;0,709628459526089;0;NA
"Rnf215";-0,165987683240883;-0,0614871522964226;-0,524543760530501;-0,260294341943596;0,0395147751371695;-0,106323669402877;0,107338418432389;3,44121634498524;6,01946661182736;0,537478179874668;0,709686062315405;0;NA
"Tcte2";0,251926946098906;-0,397696877557965;-1,02182282672078;-0,35201669380733;-0,59515182181917;-0,477383931671651;-0,411828166717824;-0,330400864255979;6,01841470427959;0,537600810847453;0,709788373206555;0;NA
"4930579G24Rik";0,385656377073089;0,617375105974675;0,513323929283898;0,91698556212115;0,61960457588219;0,688306956015405;0,465016930786513;1,85236803163881;6,00988542006184;0,538595553796472;0,711042009974652;0;NA
"Rab13";-0,0903482086239744;-0,155655879719113;-0,278445565806386;-0,409045420299453;-0,366708974532265;-0,337861045126654;-0,526344320114554;4,06059603147178;6,00936526863197;0,538656240498253;0,711062419237072;0;NA
"Mif4gd";-0,174090151977636;-0,26760575345593;-0,457093717212397;-0,31541389851865;-0,0244612281619595;-0,203708437752372;-0,270745877052052;5,47521475379024;6,00758928210973;0,538863466984735;0,711276251190833;0;NA
"Reps1";-0,0345321478782967;0,0746163721588118;-0,122986224134665;-0,0580715426069085;0,0901604386215325;0,3030061677263;0,374797926953545;4,0004061652059;6,00396980347518;0,539285892183993;0,711774076302614;0;NA
"Nrbf2";0,135911363006475;0,177234835276184;0,183735716723311;0,309966843512163;0,564203044123461;0,406257465994502;0,505777419605817;3,43487508842136;6,00271370816296;0,539432519528561;0,711907837826579;0;NA
"Lmtk3";0,111409827462576;0,166385354820339;-0,376799048021546;-0,260448053939014;-0,373427761171583;-0,486687029264619;-0,982768107826939;-0,0814733786850914;5,99925970442256;0,539835793834382;0,712380254378392;0;NA
"Atp5c1";0,00984068462852757;-0,179870809713785;-0,0549887783425798;0,233743040484686;0,234504879888792;-0,103092588339725;-0,201289284124845;8,90050594347817;5,99842194628435;0,539933624289355;0,712449554433675;0;NA
"R3hdm1";0,044219090161605;0,0877154832176149;0,0698754085244375;-0,146164940964218;-0,297546487058852;0,0832629676314753;0,223208555842358;4,81790772682297;5,99333688938809;0,5405275855864;0,713173439122976;0;NA
"Atp6ap1";0,019898216826279;-0,233658246337138;-0,365331187163305;-0,322362952766318;-0,0482439154897452;-0,186258845568718;-0,0137970703640279;7,03762470183616;5,99287018420437;0,54058211175536;0,713185530000652;0;NA
"Heatr1";0,217290391129817;0,0786039856139565;0,137090284094458;-0,223470420300132;-0,00598925930760914;0,00764570280154994;0,321716817050485;4,52068403844876;5,99170893545319;0,540717792087581;0,713304675885295;0;NA
"Xrcc1";-0,215133166332787;0,120605335301413;0,0421918947808142;-0,0561000600519694;-0,392668908990435;0,0477413533285755;0,0208966167056366;4,49668600161978;5,99131890330143;0,540763366379555;0,713304945567528;0;NA
"Spata9";0,50188048578064;0,647139543416963;0,395766810360536;-0,993197641551977;0,0203413167519624;-0,184350573314563;0,162032809964899;-1,64590918566368;5,99006451821514;0,540909948141417;0,713438439989879;0;NA
"Cdc42";-0,00735678206825652;0,241658534546475;0,221851861779747;0,423131480039051;0,45575566565718;0,225973299921731;0,244549326867526;8,74754857276094;5,98615596730348;0,541366781083317;0,713981086502131;0;NA
"Tpp2";0,0354753129387869;0,171895348548289;0,0521505500041923;-0,184918346795834;-0,123234010401819;0,0662527212864364;0,277384844189974;5,7761939072782;5,98496849373694;0,541505602607438;0,714099900710265;0;NA
"Ifnlr1";-0,0858821546540879;0,117505541870843;-0,142179400400552;-0,0792840286888873;0,0309464540749234;0,0643538473516962;0,463573498922397;3,44220704295763;5,98460832114956;0,541547711243385;0,714099900710265;0;NA
"Ap4b1";0,108413388014704;0,0549962777338197;0,10424907232238;0,125427372050477;0,268484970237847;0,400754634890854;0,483190195954041;4,10217823318822;5,98088643052304;0,541982919347557;0,714613842501031;0;NA
"Ehd3";0,0222756448596571;0,227693490539004;0,36205361560293;0,579489047460363;-0,0913387896817213;-0,0192301446214989;0,119872155332089;2,48397564695352;5,9784540443125;0,542267414928591;0,714841480564042;0;NA
"Zfp944";0,431901024018129;0,356914464570461;0,436573881371317;0,6956818578782;0,729857364605873;0,699817847683603;0,682147280315014;2,23240952427256;5,97829422968585;0,542286109073645;0,714841480564042;0;NA
"Ptgfrn";-0,00930943674590981;-0,101177424317583;-0,131667857377463;-0,28951095923396;-0,0946327843612372;-0,0331003990344045;0,266484805865683;7,67354809361377;5,97824413298808;0,54229196913162;0,714841480564042;0;NA
"1700030C10Rik";-0,456512356238008;-0,42495319256572;-0,765727609324371;-0,37449664036989;0,507553053507931;-0,0848090911147359;-0,290774604426405;-0,642722784710532;5,97469442191359;0,542707257446982;0,715279018000302;0;NA
"Saxo2";-0,454277411174625;-0,38696798295397;0,20536482564589;-0,647376177497671;0,186304512005633;-0,723009872736585;-0,928506804980017;-1,07316712199898;5,97462924322703;0,542714883966773;0,715279018000302;0;NA
"Ppp2r5d";-0,183564383579189;-0,0953441143349218;-0,111822923938708;-0,2595106458654;-0,494994397449458;-0,149167717646004;-0,271473118093517;5,81277920184654;5,97280028595589;0,542928905705373;0,715501111106444;0;NA
"Fam169a";0,0546934101148693;0,058215894884191;-0,782930409563126;-0,683660970263344;-0,899396541645955;-0,226256445167059;-0,531945091968495;-0,530948345698511;5,97167113145771;0,543061053529744;0,715615278148909;0;NA
"Padi2";0,374290992674767;0,471093121792869;0,0861247944258316;-0,205679361004759;-0,253756784885388;0,349173088740743;0,549775386206893;1,00849700631461;5,96808821266164;0,543480451961191;0,71610791700753;0;NA
"Zfp809";-0,0635436042326989;-0,251718683253802;0,103274220379679;-0,0353825627402788;0,240836703763582;0,22786640558164;0,39692374485856;3,0973287611638;5,9674465692176;0,54355557239056;0,716115719975238;0;NA
"Nfyb";-0,083563464694662;0,0249730287679486;0,229819890508381;0,367632610499619;0,274681050376027;0,185244999762745;0,0309891166244853;4,81463139313284;5,96723771077653;0,543580025343092;0,716115719975238;0;NA
"Zfp386";-0,0167511106080228;-0,0387387778513457;0,0532721809826275;0,296777233126872;0,414167489164982;0,341759098700541;0,193644385059217;3,92970148726092;5,96687049321018;0,543623019838727;0,716115719975238;0;NA
"9430038I01Rik";0,261114095213592;0,0682571403289877;0,242567822528629;0,185922323815738;0,421393923062227;0,20342331592422;-0,156494576736142;4,04719012368845;5,9657596342177;0,543753089001344;0,716227049705021;0;NA
"Poli";-0,207770143398655;0,0635313763435876;-0,208578198414621;-0,412273827312562;-0,45721187760626;-0,392803774231883;-0,478616795678099;2,97584082377527;5,96444046685452;0,543907563934424;0,716370505166877;0;NA
"Sugp2";0,086809836179459;0,00816669737194092;-0,0863926316733602;0,0301946180333157;-0,237018873033716;0,350279389997197;0,475542162661531;2,4497369348451;5,96169287109903;0,544229361179963;0,716734295231309;0;NA
"Kat5";-0,0215590153116514;-0,0243803276138802;-0,0654200266775308;0,0248818194343645;0,237424144912193;0,29460792745984;0,300795111440758;4,8485426740316;5,96047861817812;0,544371596698825;0,71686156657165;0;NA
"Rufy1";-0,00307515444563655;-0,184811253550126;-0,360307960820529;-0,430405795012868;-0,280451471652095;-0,162523134499468;-0,275292785097156;4,89874278928088;5,95927082048911;0,544513089868087;0,716938643239549;0;NA
"Cdh1";-0,0401965868753086;0,0733092714466844;-0,0930085487094615;-0,401566116331818;-0,175935650365189;-0,396191291361381;-0,183839962652782;10,1062766223891;5,95920049179819;0,544521329278937;0,716938643239549;0;NA
"Sgpl1";-0,28855909187594;0,044491072603694;0,0766065924063146;0,0209958432239686;-0,0979739942021451;-0,282064922240952;-0,224534214459575;6,93793164866092;5,95852802252496;0,544600115278541;0,716982332306918;0;NA
"Tbp";-0,081021087437751;0,135340202153627;0,049552039126446;0,337001944525169;0,360480932182478;0,167500618666062;0,41663024698595;3,84697966028361;5,95604566751458;0,544890983027081;0,717305202641862;0;NA
"Nelfe";-0,059849524009169;0,0796677989219784;0,146284381600676;0,253084779435686;0,283132364477013;0,365305853417391;0,262907550989017;5,59323376655256;5,95432147106826;0,545093048332003;0,717511127417595;0;NA
"Tmem184b";-0,102154175877882;0,0398024916228274;-0,214583499247225;-0,234666124752975;-0,34613910010911;-0,36299574861239;-0,232906760621276;5,54574364781749;5,95323207925392;0,545220732803184;0,717572425625782;0;NA
"Mpdu1";0,124104956602462;-0,0150972228322465;-0,0578870318000196;0,0874129573528793;0,399175099058442;0,123038313347485;0,0138518096751001;6,0533167402815;5,9531453449821;0,545230899155679;0,717572425625782;0;NA
"Pphln1";0,0289498044073214;-0,0119189518136557;-0,0727293778853377;0,217413068419939;0,18636106247542;0,350554461574777;0,304812726115006;4,69299958032858;5,95228602553259;0,545331626065545;0,717644917134218;0;NA
"Arhgap28";-0,48109862610236;-0,119036430724139;-0,0824031423013035;0,0347636413014753;-0,728299688036214;-0,259158528702287;-0,628679470515055;1,27620318149227;5,9510583347503;0,545475544396065;0,717774230749492;0;NA
"Fam161b";-0,133453548337149;-0,787254035357158;-0,217002735598864;-0,858417591310251;-0,484748141789813;-0,724845971407286;-0,530632344750344;0,595576472327557;5,94840411433061;0,545786738552113;0,718058575179849;0;NA
"Khnyn";-0,176337713758239;0,104825098221535;0,00254788524648845;-0,0793570832580206;-0,140811281801208;0,24422654021318;0,153245000002973;6,49103905278858;5,94825718213845;0,545803967546526;0,718058575179849;0;NA
"Med1";0,05265081157128;0,0854646589900994;0,101827878492215;0,0508044508590029;0,0166636555958206;0,274679535676012;0,433515665937542;5,15613563249543;5,94804669021011;0,545828649788473;0,718058575179849;0;NA
"Esyt1";-0,209159818792225;0,0368656202173198;0,0790762678169521;-0,110973193723951;0,0809393848930514;0,0951101253435852;0,279787674170084;6,28810485654022;5,94297358291936;0,546423646426159;0,718781172114464;0;NA
"Ywhab";0,113861809448782;0,00631841304899257;0,122898709068105;0,226881039390799;0,377397772112074;0,336400561406803;0,423721746008961;8,50592426607435;5,94142538314797;0,546605273944115;0,718959936162418;0;NA
"Prodh";0,242609517500253;0,368485657666969;0,474671731135702;0,423857347011321;0,198022903137476;0,0434830133659168;-0,184250388079172;2,58237227403938;5,94098135818563;0,546657368977382;0,718968308102928;0;NA
"Tor1aip1";0,175441884521866;0,293722871190183;0,0286057130145769;0,164995871424065;0,36094781668646;0,346997109667994;0,377227912679338;5,65496351660711;5,93882563015051;0,546910314844806;0,719240817230451;0;NA
"Thumpd3";-0,145276491821706;0,00354544803648281;0,00861078582772749;-0,0144904235005138;-0,114896488912357;-0,2007242445995;-0,445429516690011;5,21154981821924;5,93804752271294;0,547001625941874;0,719300732942301;0;NA
"Primpol";0,0906183290651924;0,280873150985505;0,395442506685881;0,656232469578195;0,495908637898455;0,393726893050218;0,375605016835903;2,9943262186579;5,93727682282708;0,547092073293202;0,719359502911744;0;NA
"Taldo1";0,0625888007149247;0,327111894648257;0,385281085101611;0,458725539894353;0,360820140826017;0,391393434432145;0,324300734955027;8,11561924364777;5,93433841872024;0,547436967273137;0,719752801427351;0;NA
"Teddm2";-0,822118795657635;-0,180620094986909;-0,962029335944454;-0,717962341782151;-0,374392243672593;-0,889242643519413;-1,16447501449445;-1,04187548400392;5,93233853890498;0,547671747992741;0,72000127284404;0;NA
"Ctnnd1";0,0554569622405541;0,0739554592035708;0,053202778681665;-0,324324028930846;-0,297385654883578;-0,237840163341729;-0,0059518594119424;9,0944914282783;5,93063549083845;0,547871710525469;0,720203932515169;0;NA
"Neurog3";0,162536057208951;-0,131139773565253;0,364218982935575;0,694290778966561;-0,340477445841582;0,130481442545736;0,298237785833818;0,630094990268334;5,92803953906979;0,548176564293204;0,72054443138682;0;NA
"Cox18";-0,00360915851392793;0,13479918284711;0,304174879633897;0,43494680407132;0,323180673784372;0,438320698513797;0,322746062773458;4,00364432923036;5,92668767433595;0,54833534411614;0,720651005781581;0;NA
"Tmem126b";0,12476591185582;-0,0435096267200817;-0,112899654729948;0,239929688951506;0,394161221676813;0,0791847064608359;0,177985345922592;4,4493947994752;5,92656870388489;0,548349318290615;0,720651005781581;0;NA
"Zfp109";0,389810715366215;-0,0298548173020373;0,259757145565969;0,0980506726102025;-0,472283719074767;-0,167852604233193;0,433714552188659;1,1404415435284;5,92476275083573;0,548561460050319;0,720869548220588;0;NA
"Pkd1l3";0,312318861118996;0,241148291312963;-1,23650620472488;-0,389586749052682;-0,0560775206493332;-0,120475506359008;-0,0367177605302876;-1,29015258971528;5,92273033673143;0,548800239504281;0,721123056037301;0;NA
"Acbd4";-0,051336386617202;-0,148576408027203;-0,136379733412478;0,200063198174402;0,337409604820493;0,10616756146906;-0,0575191029401003;4,15905208118088;5,92223433226556;0,548858518643641;0,72113936404106;0;NA
"Fbxo3";-0,00799718798596342;-0,158555805711509;-0,229502111223725;-0,0413386520622822;-0,00253920059606069;-0,337038140379164;-0,335938471594527;6,15848900789125;5,91940871541631;0,549190563636699;0,721515337302263;0;NA
"Loxl2";0,0106574929526241;0,121107997765362;0,44539863982904;0,164552563241336;0,0629330285587743;0,388857965749413;0,140953951016383;4,30120322399893;5,9164825047376;0,549534506458193;0,721906877551447;0;NA
"Arrdc1";0,0716102125571995;0,078918932786562;-0,0595444490165218;0,0976679835721231;0,290870297758273;0,294961283596231;0,335932111735448;5,52789927528902;5,91455529919351;0,549761070167514;0,722144167864788;0;NA
"Ccdc85a";0,37544275790117;0,656750160736734;0,387305162508615;0,256459898541536;0,31255056971282;-0,316058874011569;-0,805834409672668;-1,45910886193842;5,9131986926664;0,549920574084308;0,722293338826523;0;NA
"Acsf3";0,0135497249796737;0,0154958571394095;-0,156890442617329;-0,269744342807358;-0,446325092094146;-0,151578051760203;-0,191857071555438;4,74459629479449;5,9123498802831;0,550020382265527;0,722364084034635;0;NA
"Ttc39c";-0,352634392361853;-0,462741109284202;-0,854272933884799;-0,232732176880602;-0,563056332542933;-0,261691782919473;-0,667671283601331;1,62683582036457;5,91081344863554;0,550201061247006;0,722541019455849;0;NA
"Cxxc1";0,0323664897796061;0,0275155346891986;-0,178603917919274;-0,259228515533649;-0,302026862803508;-0,0324949691898338;0,103959331140121;5,55905044760709;5,91021639739726;0,550271278154307;0,722572875231104;0;NA
"Slain1";-0,166986132991321;0,227560425957165;0,244330043731917;0,137018620235618;-0,336873536249285;0,00473564779003193;0,226538924845189;3,09834474486296;5,90899208947723;0,550415274410875;0,722701598821427;0;NA
"Gal3st4";-0,100859348746218;-0,378200698545773;-0,4481979546458;-0,397521717082427;-0,100301722073316;-0,733146825723391;-0,762322446780422;1,36254216780469;5,90696029473895;0,550654272673971;0,722955029225902;0;NA
"Rheb";0,0587213469087308;-0,00945886638962745;0,00288039656701091;0,27836480152481;0,358538193711466;0,04401205942348;0,00329573743056727;6,23472672726621;5,906376454959;0,550722956142492;0,722984829364752;0;NA
"Mpnd";-0,0550234531377191;-0,0969120233877336;-0,131159869640955;-0,241147480389264;-0,257800693897625;-0,358616594053554;-0,408954812172373;6,13426896109482;5,90473197094079;0,550916431344512;0,723178436469768;0;NA
"Hoxb3";-0,0679040984611275;-0,250509643695971;-0,32201493442587;-0,439292591523772;-0,471011682354017;-0,672149881568149;-0,832580854523698;1,40950391677913;5,90335531672545;0,551078414846436;0,723330676090805;0;NA
"Eif2b5";-0,00615485715666839;-0,0613794134665245;-0,0236407582489256;0,224445547985325;0,202053705017931;0,302137172242147;0,241418961851439;6,10952389120082;5,90103899901688;0,551351001997732;0,723628053544398;0;NA
"Susd6";-0,129618087077642;0,258946035416373;0,172953062284766;0,142344156517438;0,0601201614077906;0,123152102544825;0,372108914303242;7,26200719552692;5,90051877572706;0,551412229154962;0,723648002234918;0;NA
"Pim3";0,42225289814676;0,142742806658028;0,0861451704475117;0,119568791258951;0,22435376460748;0,382943004474903;0,176313279547857;6,17742373970358;5,89924570437311;0,551562072258236;0,723784233373173;0;NA
"Dpp8";-0,0111105040457551;-0,147012723422341;-0,15631608318237;-0,35823350506714;-0,355812047845247;-0,354865203881143;-0,150789667844857;6,83266738687834;5,89788043567975;0,551722783334141;0,723934702017974;0;NA
"Actr10";0,0113257651991522;0,0658069883877042;0,1185187498279;0,326689083562633;0,397187949433805;0,217154209362422;0,198346357347255;6,32832136615655;5,89536347767009;0,552019107993458;0,724263074010944;0;NA
"Syngr2";0,00156163249577901;0,0300644822847664;0,122290279044817;0,215223475153873;0,328127617398345;0,368554273707001;0,349671115611102;7,82377984665097;5,8923932279571;0,552368872113317;0,724661499279503;0;NA
"Scamp3";-0,113146877277555;0,0823453113322009;0,0557049984971529;0,186453024766554;0,179283363355299;0,349715658642648;0,27811729998786;5,29521004457419;5,89148049525906;0,55247636749156;0,724742048368987;0;NA
"Mdk";-0,00865143624136707;-0,274405837227159;-0,331817570331596;-0,388268683499714;-0,681800283083104;-0,070663966540827;-1,010970902168;0,288184460544311;5,88753436053201;0,552941201444533;0,725291303947184;0;NA
"Ddx47";0,0936585188630529;0,118783950792576;0,176376699494986;0,365805726728136;0,356214630978894;0,380653612090698;0,34587877350151;5,47557894401132;5,88487014966219;0,553255109721152;0,725642515644944;0;NA
"Acox3";0,0307120581128005;-0,0938594297084794;-0,0549015704657064;-0,282987966671498;-0,424267435805275;-0,219086069341772;-0,138858738913697;5,20414301080849;5,88437910012122;0,553312974064163;0,72565787272579;0;NA
"Heatr6";0,000307258433718809;-0,0181471081628309;-0,0889069091540897;0,0271514524201517;-0,15569913787766;0,117961395395632;0,40064224773099;4,15567527012394;5,88258090331766;0,553524888371336;0,725835232158874;0;NA
"Pigbos1";-0,0430194311687817;-0,180538336952451;0,0194921328928891;0,122879063631957;0,388737443509962;-0,0612373579491531;-0,243634360928355;3,32741220512839;5,88244806681787;0,553540544051959;0,725835232158874;0;NA
"Slc44a4";0,0596801310839722;0,100301999075419;0,0513558104229884;-0,0683102115360409;0,302611816284998;0,223730379866954;0,422568260908238;8,94878496210822;5,88023980993923;0,553800824908487;0,72610254592485;0;NA
"Alg2";-0,0541356978401228;-0,321475395584098;-0,356804320831541;-0,257864155708809;0,0188008933460885;-0,214765212506904;-0,0259253959631492;5,15682395245417;5,87993485808001;0,553836772085663;0,72610254592485;0;NA
"Fuca1";0,0326804823040356;0,151416907818939;0,133244611996561;0,269003303223092;0,505008922137971;0,103789983803455;0,0865595605248905;8,53282748791798;5,87872765249976;0,553979083358716;0,726228562375197;0;NA
"Gm18180";-0,781811909662799;0,0437728400725981;-0,330323854573355;-0,339652354862863;-1,29341727700527;0,0563649213099408;-0,129635626178008;-1,16181635430616;5,87729376099895;0,554148134154529;0,726389608569076;0;NA
"Hspd1";0,104291632492382;0,0565014758654323;0,153087430172494;0,22963924490938;0,167736235591383;0,459047577410559;0,403334569438351;8,27308701410325;5,87452849538297;0,554474200373828;0,726756430035625;0;NA
"Lrmda";-0,16935091781856;-0,0257669230211632;0,422779336823184;0,678902205350061;0,5820726708082;0,17208926703367;0,447687016391452;0,767553705339575;5,87359419561429;0,554584383483965;0,726840253178968;0;NA
"Brwd1";0,108897425159989;-0,0896702915487468;-0,0900508527367879;-0,300612497546708;-0,199726870354559;-0,217290286984218;0,144645738817759;4,74601852534856;5,87300820694183;0,554653493749181;0,72687023661954;0;NA
"Aacs";0,165598193057708;-0,0919680555286909;0,210157968950022;-0,0357781769224505;-0,180381366319547;0,174914197288114;0,221815947609696;7,25193857269349;5,87138757967316;0,554844642771936;0,727060132827169;0;NA
"Gm4924";-0,0650213759273872;0,132200997114117;0,253735028731821;0,52658566908403;0,630499901257071;0,520917165626774;0,629393029895899;1,41089986569006;5,86985745506832;0,555025138326641;0,727236038400821;0;NA
"Tcf12";-0,0497633274288751;-0,0145497733401011;-0,173072058607796;-0,352503448950201;-0,362477426913976;-0,266633310175921;-0,103136445456004;5,80777694647853;5,8653710733179;0,555554475810163;0,727868955723949;0;NA
"Fgd3";-0,0363821702308404;0,0919744296013709;0,143645910417266;0,0661398586565051;0,0698347749154736;-0,0298763985275105;0,540923458888903;3,41435185021937;5,86462200747045;0,555642873392309;0,727891817526917;0;NA
"Bod1";0,0698041904792472;-0,125166850236375;-0,030768875406888;0,186922839411589;0,370608148448652;0,110805741680971;0,0400870444422627;5,11887938143506;5,86443857849121;0,555664520669002;0,727891817526917;0;NA
"Zfp189";0,0295568213351412;-0,443161446108854;-0,668018864478012;-0,458042066664159;-0,773397032526568;-0,777121802242817;-0,27667967034;0,561586129263649;5,86042303608768;0,556138486084581;0,728451993520101;0;NA
"Smim14";-0,0886264148649673;-0,122935805562479;-0,0278950654951792;-0,152373707387486;0,054828130041042;-0,334897212089704;-0,373363272383207;7,14677063146396;5,85706633051487;0,556534794441366;0,728910366395131;0;NA
"Ccdc30";-0,482325284153326;0,321282626393102;-0,434526327168574;0,660543336140654;0,209596957113233;-0,0690235015637389;0,307403341931;-0,589959283541986;5,85381958217877;0,55691821334772;0,729351782611649;0;NA
"Pdyn";0,436634314840672;0,336551903799825;0,0629493134471811;-0,644776593349052;-0,241147693248101;0,0522012377710917;-0,654784456751001;-0,794313052537355;5,84971227423912;0,557403388543324;0,729926376368328;0;NA
"Fst";-0,895310287173944;-0,481427532001008;0,0742635201770022;0,0186215926685939;-0,15307838589785;-0,566540212599802;0,00935462880996378;0,159768633519755;5,84769149082734;0,557642146473978;0,730149496734009;0;NA
"Cand1";0,0225516676320887;-0,00554215552304243;-0,0268151878063832;-0,290091936381487;-0,32028590953555;-0,264641402453452;-0,170619832081189;6,40231867007336;5,84748407026396;0,557666655437093;0,730149496734009;0;NA
"Gas7";-0,0958899159803246;0,0426465243087273;0,181399860613483;0,0325620793946975;-0,484657846152488;-0,0935832620808173;-0,0688239271768864;3,5886876090053;5,84646933482191;0,557786562615772;0,730208359259665;0;NA
"Abi2";0,0626338082553641;-0,19548956831612;-0,386780537072361;-0,267983775687028;-0,538624797670694;-0,431092286393894;-0,270437176464755;3,010584131152;5,84631751838377;0,557804502907301;0,730208359259665;0;NA
"Vsig10l";-0,332741897596514;-0,212880727376603;-0,390088402085434;-0,912656249674807;-0,914353511468909;-0,672447385926774;-0,310129103320773;0,442266220814268;5,84488836919573;0,557973396472284;0,730319227682371;0;NA
"Cops6";-0,0619164115170074;0,00950807065831856;0,112727624235826;0,177202624693774;0,163866174657933;-0,124810075397717;-0,267614603334868;7,07567743857682;5,84481473254339;0,557982099155364;0,730319227682371;0;NA
"Ndufs7";-0,000429450945689206;-0,184105421191812;-0,0709763186953523;0,187887918640102;0,126364553897678;-0,044218149165974;-0,259820972064777;6,70407175523205;5,84261474089953;0,55824212458276;0,73059874158746;0;NA
"Sgpp2";0,102249739315185;0,195324606459752;0,309277787633631;0,309660024620577;0,443222874194438;0,387862409477105;0,427779478674558;7,76479108192074;5,84014777458205;0,558533753830732;0,730919566982418;0;NA
"H1f10";-0,0786616045514956;0,140185229585734;0,464317397986029;0,456707197315888;0,0488493717951724;0,347746786641421;-0,22277972424127;1,92112093545782;5,83743306833818;0,558854729140164;0,731244850430456;0;NA
"Dmac2l";0,326085373960311;0,0274592408124727;-0,0675812942969389;-0,138614719080296;-0,117802508638475;-0,377197076753483;-0,3535320148727;2,56575515773908;5,83714631027596;0,558888637845612;0,731244850430456;0;NA
