"";"gene"
"1142";"Amer1"
"1143";"Amer2"
"1144";"Amer3"
"1145";"Amfr"
"1146";"Amh"
"1147";"Amhr2"
"1148";"Amigo1"
"1149";"Amigo2"
"1150";"Amigo3"
"1151";"Ammecr1"
"1152";"Ammecr1l"
"1153";"Amn"
"1154";"Amn1"
"1155";"Amot"
"1156";"Amotl1"
"1157";"Amotl2"
"1158";"Ampd1"
"1159";"Ampd2"
"1160";"Ampd3"
"1161";"Amph"
"1162";"Amt"
"1163";"Amtn"
"1164";"Amy1"
"1165";"Amy2-ps1"
"1166";"Amy2a1"
"1167";"Amy2a2"
"1168";"Amy2a3"
"1169";"Amy2a4"
"1170";"Amy2a5"
"1171";"Amy2b"
"1172";"Amz1"
"1173";"Amz2"
"1174";"Anapc1"
"1175";"Anapc10"
"1176";"Anapc11"
"1177";"Anapc13"
"1178";"Anapc15"
"1179";"Anapc15-ps"
"1180";"Anapc16"
"1181";"Anapc2"
"1182";"Anapc4"
"1183";"Anapc5"
"1184";"Anapc7"
"1185";"Ang"
"1186";"Ang-ps1"
"1187";"Ang-ps2"
"1188";"Ang-ps3"
"1189";"Ang2"
"1190";"Ang4"
"1191";"Ang5"
"1192";"Ang6"
"1193";"Angel1"
"1194";"Angel2"
"1195";"Angpt1"
"1196";"Angpt2"
"1197";"Angpt4"
"1198";"Angptl1"
"1199";"Angptl2"
"1200";"Angptl3"
"1201";"Angptl4"
"1202";"Angptl6"
"1203";"Angptl7"
"1204";"Angptl8"
"1205";"Ank"
"1206";"Ank1"
"1207";"Ank2"
"1208";"Ank3"
"1209";"Ankar"
"1210";"Ankdd1a"
"1211";"Ankdd1b"
"1212";"Ankef1"
"1213";"Ankfy1"
"1214";"Ankhd1"
"1215";"Ankib1"
"1216";"Ankk1"
"1217";"Ankle1"
"1218";"Ankle2"
"1219";"Ankmy1"
"1220";"Ankmy2"
"1221";"Ankra2"
"1222";"Ankrd1"
"1223";"Ankrd10"
"1224";"Ankrd11"
"1225";"Ankrd12"
"1226";"Ankrd13a"
"1227";"Ankrd13b"
"1228";"Ankrd13c"
"1229";"Ankrd13d"
"1230";"Ankrd16"
"1231";"Ankrd17"
"1232";"Ankrd2"
"1233";"Ankrd22"
"1234";"Ankrd23"
"1235";"Ankrd24"
"1236";"Ankrd26"
"1237";"Ankrd27"
"1238";"Ankrd28"
"1239";"Ankrd29"
"1240";"Ankrd33"
"1241";"Ankrd33b"
"1242";"Ankrd34a"
"1243";"Ankrd34b"
"1244";"Ankrd34c"
"1245";"Ankrd35"
"1246";"Ankrd36"
"1247";"Ankrd37"
"1248";"Ankrd39"
"1249";"Ankrd40"
"1250";"Ankrd42"
"1251";"Ankrd44"
"1252";"Ankrd45"
"1253";"Ankrd46"
"1254";"Ankrd49"
"1255";"Ankrd50"
"1256";"Ankrd52"
"1257";"Ankrd53"
"1258";"Ankrd54"
"1259";"Ankrd55"
"1260";"Ankrd6"
"1261";"Ankrd60"
"1262";"Ankrd61"
"1263";"Ankrd63"
"1264";"Ankrd65"
"1265";"Ankrd66"
"1266";"Ankrd7"
"1267";"Ankrd9"
"1268";"Anks1"
"1269";"Anks1b"
"1270";"Anks3"
"1271";"Anks4b"
"1272";"Anks6"
"1273";"Ankub1"
"1274";"Ankzf1"
"1275";"Anln"
"1276";"Ano1"
"1277";"Ano10"
"1278";"Ano2"
"1279";"Ano3"
"1280";"Ano4"
"1281";"Ano5"
"1282";"Ano6"
"1283";"Ano7"
"1284";"Ano8"
"1285";"Ano9"
"1286";"Anp32-ps"
"1287";"Anp32a"
"1288";"Anp32b"
"1289";"Anp32b-ps1"
"1290";"Anp32e"
"1291";"Anpep"
"1292";"Antxr1"
"1293";"Antxr2"
"1294";"Antxrl"
"1295";"Anxa1"
"1296";"Anxa10"
"1297";"Anxa11"
"1298";"Anxa2"
"1299";"Anxa3"
"1300";"Anxa4"
"1301";"Anxa5"
"1302";"Anxa6"
"1303";"Anxa7"
"1304";"Anxa8"
"1305";"Anxa9"
"1306";"Aoah"
"1307";"Aoc1"
"1308";"Aoc2"
"1309";"Aoc3"
"1310";"Aox1"
"1311";"Aox2"
"1312";"Aox3"
"1313";"Aox4"
"1314";"Ap1ar"
"1315";"Ap1b1"
"1316";"Ap1g1"
"1317";"Ap1g2"
"1318";"Ap1m1"
"1319";"Ap1m2"
"1320";"Ap1s1"
"1321";"Ap1s2"
"1322";"Ap1s3"
"1323";"Ap2a1"
"1324";"Ap2a2"
"1325";"Ap2b1"
"1326";"Ap2m1"
"1327";"Ap2s1"
"1328";"Ap3b1"
"1329";"Ap3b2"
"1330";"Ap3d1"
"1331";"Ap3m1"
"1332";"Ap3m1-ps"
"1333";"Ap3m2"
"1334";"Ap3s1"
"1335";"Ap3s1-ps1"
"1336";"Ap3s1-ps2"
"1337";"Ap3s2"
"1338";"Ap4b1"
"1339";"Ap4e1"
"1340";"Ap4m1"
"1341";"Ap4s1"
"1342";"Ap5b1"
"1343";"Ap5m1"
"1344";"Ap5s1"
"1345";"Ap5z1"
"1346";"Apaf1"
"1347";"Apba1"
"1348";"Apba2"
"1349";"Apba3"
"1350";"Apbb1"
"1351";"Apbb1ip"
"1352";"Apbb2"
"1353";"Apc"
"1354";"Apc-ps1"
"1355";"Apc2"
"1356";"Apcdd1"
"1357";"Apcs"
"1358";"Apeh"
"1359";"Apela"
"1360";"Apex1"
"1361";"Apex2"
"1362";"Aph1a"
"1363";"Aph1b"
"1364";"Aph1c"
"1365";"Api5"
"1366";"Apip"
"1367";"Aplf"
"1368";"Apln"
"1369";"Aplnr"
"1370";"Aplp1"
"1371";"Aplp2"
"1372";"Apmap"
"1373";"Apoa1"
"1374";"Apoa2"
"1375";"Apoa4"
"1376";"Apoa5"
"1377";"Apob"
"1378";"Apobec1"
"1379";"Apobec2"
"1380";"Apobec3"
"1381";"Apobec4"
"1382";"Apobr"
"1383";"Apoc1"
"1384";"Apoc2"
"1385";"Apoc3"
"1386";"Apoc4"
"1387";"Apod"
"1388";"Apoe"
"1389";"Apof"
"1390";"Apoh"
"1391";"Apol10a"
"1392";"Apol10b"
"1393";"Apol11a"
"1394";"Apol11b"
"1395";"Apol6"
"1396";"Apol7a"
"1397";"Apol7b"
"1398";"Apol7c"
"1399";"Apol7e"
"1400";"Apol8"
"1401";"Apol9a"
"1402";"Apol9b"
"1403";"Apold1"
"1404";"Apom"
"1405";"Apon"
"1406";"Apoo"
"1407";"Apoo-ps"
"1408";"Apool"
"1409";"Apopt1"
"1410";"App"
"1411";"Appbp2"
"1412";"Appl1"
"1413";"Appl2"
"1414";"Aprt"
"1415";"Aptx"
"1416";"Aqp1"
"1417";"Aqp11"
"1418";"Aqp12"
"1419";"Aqp2"
"1420";"Aqp3"
"1421";"Aqp4"
"1422";"Aqp5"
"1423";"Aqp6"
"1424";"Aqp7"
"1425";"Aqp8"
"1426";"Aqp9"
"1427";"Aqr"
"1428";"Ar"
"1429";"Araf"
"1430";"Arap1"
"1431";"Arap2"
"1432";"Arap3"
"1433";"Arc"
"1434";"Arcn1"
"1435";"Areg"
"1436";"Arel1"
"1437";"Arf1"
"1438";"Arf2"
"1439";"Arf3"
"1440";"Arf4"
"1441";"Arf5"
"1442";"Arf6"
"1443";"Arfgap1"
"1444";"Arfgap2"
"1445";"Arfgap3"
"1446";"Arfgef1"
"1447";"Arfgef2"
"1448";"Arfgef3"
"1449";"Arfip1"
"1450";"Arfip2"
"1451";"Arfrp1"
"1452";"Arg1"
"1453";"Arg2"
"1454";"Arglu1"
"1455";"Arhgap1"
"1456";"Arhgap10"
"1457";"Arhgap11a"
"1458";"Arhgap12"
"1459";"Arhgap15"
"1460";"Arhgap17"
"1461";"Arhgap18"
"1462";"Arhgap19"
"1463";"Arhgap20"
"1464";"Arhgap21"
"1465";"Arhgap22"
"1466";"Arhgap23"
"1467";"Arhgap24"
"1468";"Arhgap25"
"1469";"Arhgap26"
"1470";"Arhgap27"
"1471";"Arhgap28"
"1472";"Arhgap29"
"1473";"Arhgap30"
"1474";"Arhgap31"
"1475";"Arhgap32"
"1476";"Arhgap33"
"1477";"Arhgap35"
"1478";"Arhgap36"
"1479";"Arhgap39"
"1480";"Arhgap4"
"1481";"Arhgap40"
"1482";"Arhgap42"
"1483";"Arhgap44"
"1484";"Arhgap5"
"1485";"Arhgap6"
"1486";"Arhgap8"
"1487";"Arhgap9"
"1488";"Arhgdia"
"1489";"Arhgdib"
"1490";"Arhgdig"
"1491";"Arhgef1"
"1492";"Arhgef10"
"1493";"Arhgef10l"
"1494";"Arhgef11"
"1495";"Arhgef12"
"1496";"Arhgef15"
"1497";"Arhgef16"
"1498";"Arhgef17"
"1499";"Arhgef18"
"1500";"Arhgef19"
"1501";"Arhgef2"
"1502";"Arhgef25"
"1503";"Arhgef26"
"1504";"Arhgef28"
"1505";"Arhgef3"
"1506";"Arhgef33"
"1507";"Arhgef37"
"1508";"Arhgef38"
"1509";"Arhgef39"
"1510";"Arhgef4"
"1511";"Arhgef40"
"1512";"Arhgef5"
"1513";"Arhgef6"
"1514";"Arhgef7"
"1515";"Arhgef9"
"1516";"Arid1a"
"1517";"Arid1b"
"1518";"Arid2"
"1519";"Arid3a"
"1520";"Arid3b"
"1521";"Arid3c"
"1522";"Arid4a"
"1523";"Arid4b"
"1524";"Arid5a"
"1525";"Arid5b"
"1526";"Arih1"
"1527";"Arih2"
"1528";"Arl1"
"1529";"Arl10"
"1530";"Arl11"
"1531";"Arl13a"
"1532";"Arl13b"
"1533";"Arl14"
"1534";"Arl14ep"
"1535";"Arl14epl"
"1536";"Arl15"
"1537";"Arl16"
"1538";"Arl2"
"1539";"Arl2bp"
"1540";"Arl3"
"1541";"Arl4a"
"1542";"Arl4c"
"1543";"Arl4d"
"1544";"Arl5a"
"1545";"Arl5b"
"1546";"Arl5c"
"1547";"Arl6"
"1548";"Arl6ip1"
"1549";"Arl6ip4"
"1550";"Arl6ip5"
"1551";"Arl6ip6"
"1552";"Arl8a"
"1553";"Arl8b"
"1554";"Arl9"
"1555";"Armc1"
"1556";"Armc10"
"1557";"Armc12"
"1558";"Armc2"
"1559";"Armc3"
"1560";"Armc4"
"1561";"Armc5"
"1562";"Armc6"
"1563";"Armc7"
"1564";"Armc8"
"1565";"Armc9"
"1566";"Armcx1"
"1567";"Armcx2"
"1568";"Armcx3"
"1569";"Armcx4"
"1570";"Armcx5"
"1571";"Armcx6"
"1572";"Armt1"
"1573";"Arnt"
"1574";"Arnt2"
"1575";"Arntl"
"1576";"Arntl2"
"1577";"Arpc1a"
"1578";"Arpc1b"
"1579";"Arpc2"
"1580";"Arpc3"
"1581";"Arpc4"
"1582";"Arpc5"
"1583";"Arpc5l"
"1584";"Arpin"
"1585";"Arpp19"
"1586";"Arpp21"
"1587";"Arr3"
"1588";"Arrb1"
"1589";"Arrb2"
"1590";"Arrdc1"
"1591";"Arrdc2"
"1592";"Arrdc3"
"1593";"Arrdc4"
"1594";"Arrdc5"
"1595";"Arsa"
"1596";"Arsb"
"1597";"Arsg"
"1598";"Arsi"
"1599";"Arsj"
"1600";"Arsk"
"1601";"Art1"
"1602";"Art2b"
"1603";"Art3"
"1604";"Art4"
"1605";"Art5"
"1606";"Artn"
"1607";"Arv1"
"1608";"Arvcf"
"1609";"Arx"
"1610";"Arxes1"
"1611";"Arxes2"
"1612";"As3mt"
"1613";"Asah1"
"1614";"Asah2"
"1615";"Asap1"
"1616";"Asap2"
"1617";"Asap3"
"1618";"Asb1"
"1619";"Asb10"
"1620";"Asb11"
"1621";"Asb12"
"1622";"Asb13"
"1623";"Asb14"
"1624";"Asb15"
"1625";"Asb16"
"1626";"Asb17"
"1627";"Asb18"
"1628";"Asb2"
"1629";"Asb3"
"1630";"Asb4"
"1631";"Asb5"
"1632";"Asb6"
"1633";"Asb7"
"1634";"Asb8"
"1635";"Asb9"
"1636";"Ascc1"
"1637";"Ascc2"
"1638";"Ascc3"
"1639";"Ascl1"
"1640";"Ascl2"
"1641";"Ascl3"
"1642";"Ascl4"
"1643";"Ascl5"
"1644";"Asf1a"
"1645";"Asf1b"
"1646";"Asgr1"
"1647";"Asgr2"
"1648";"Ash1l"
"1649";"Ash2l"
"1650";"Asic1"
"1651";"Asic2"
"1652";"Asic3"
"1653";"Asic4"
"1654";"Asic5"
"1655";"Asl"
"1656";"Asmt"
"1657";"Asna1"
"1658";"Asns"
"1659";"Asnsd1"
"1660";"Aspa"
"1661";"Aspdh"
"1662";"Aspg"
"1663";"Asph"
"1664";"Asphd1"
"1665";"Asphd2"
"1666";"Aspm"
"1667";"Aspn"
"1668";"Asprv1"
"1669";"Aspscr1"
"1670";"Asrgl1"
"1671";"Ass1"
"1672";"Aste1"
"1673";"Astl"
"1674";"Astn1"
"1675";"Astn2"
"1676";"Asxl1"
"1677";"Asxl2"
"1678";"Asxl3"
"1679";"Asz1"
"1680";"Atad1"
"1681";"Atad2"
"1682";"Atad2b"
"1683";"Atad3a"
"1684";"Atad5"
"1685";"Atat1"
"1686";"Atcay"
"1687";"Ate1"
"1688";"Atf1"
"1689";"Atf2"
"1690";"Atf3"
"1691";"Atf4"
"1692";"Atf5"
"1693";"Atf6"
"1694";"Atf6b"
"1695";"Atf7"
"1696";"Atf7ip"
"1697";"Atf7ip2"
"1698";"Atg10"
"1699";"Atg101"
"1700";"Atg12"
"1701";"Atg13"
"1702";"Atg14"
"1703";"Atg16l1"
"1704";"Atg16l2"
"1705";"Atg2a"
"1706";"Atg2b"
"1707";"Atg3"
"1708";"Atg4a"
"1709";"Atg4a-ps"
"1710";"Atg4b"
"1711";"Atg4c"
"1712";"Atg4d"
"1713";"Atg5"
"1714";"Atg7"
"1715";"Atg9a"
"1716";"Atg9b"
"1717";"Atic"
"1718";"Atl1"
"1719";"Atl2"
"1720";"Atl3"
"1721";"Atm"
"1722";"Atmin"
"1723";"Atn1"
"1724";"Atoh1"
"1725";"Atoh7"
"1726";"Atoh8"
"1727";"Atox1"
"1728";"Atp10a"
"1729";"Atp10b"
"1730";"Atp11a"
"1731";"Atp11b"
"1732";"Atp11c"
"1733";"Atp12a"
"1734";"Atp13a1"
"1735";"Atp13a2"
"1736";"Atp13a3"
"1737";"Atp13a4"
"1738";"Atp13a5"
"1739";"Atp1a1"
"1740";"Atp1a2"
"1741";"Atp1a3"
"1742";"Atp1a4"
"1743";"Atp1b1"
"1744";"Atp1b2"
"1745";"Atp1b3"
"1746";"Atp1b4"
"1747";"Atp2a1"
"1748";"Atp2a2"
"1749";"Atp2a3"
"1750";"Atp2b1"
"1751";"Atp2b2"
"1752";"Atp2b3"
"1753";"Atp2b4"
"1754";"Atp2c1"
"1755";"Atp2c2"
"1756";"Atp4a"
"1757";"Atp4b"
"1758";"Atp5a1"
"1759";"Atp5b"
"1760";"Atp5c1"
"1761";"Atp5d"
"1762";"Atp5e"
"1763";"Atp5g1"
"1764";"Atp5g2"
"1765";"Atp5g3"
"1766";"Atp5h"
"1767";"Atp5j"
"1768";"Atp5j2"
"1769";"Atp5k"
"1770";"Atp5k-ps2"
"1771";"Atp5l"
"1772";"Atp5l-ps1"
"1773";"Atp5l-ps2"
"1774";"Atp5l2-ps"
"1775";"Atp5o"
"1776";"Atp6ap1"
"1777";"Atp6ap1l"
"1778";"Atp6ap2"
"1779";"Atp6v0a1"
"1780";"Atp6v0a2"
"1781";"Atp6v0a4"
"1782";"Atp6v0b"
"1783";"Atp6v0c"
"1784";"Atp6v0d1"
"1785";"Atp6v0d2"
"1786";"Atp6v0e"
"1787";"Atp6v0e2"
"1788";"Atp6v1a"
"1789";"Atp6v1b1"
"1790";"Atp6v1b2"
"1791";"Atp6v1c1"
"1792";"Atp6v1c2"
"1793";"Atp6v1d"
"1794";"Atp6v1e1"
"1795";"Atp6v1e2"
"1796";"Atp6v1f"
"1797";"Atp6v1g1"
"1798";"Atp6v1g2"
"1799";"Atp6v1g3"
"1800";"Atp6v1h"
"1801";"Atp7a"
"1802";"Atp7b"
"1803";"Atp8a1"
"1804";"Atp8a2"
"1805";"Atp8b1"
"1806";"Atp8b2"
"1807";"Atp8b3"
"1808";"Atp8b4"
"1809";"Atp8b5"
"1810";"Atp9a"
"1811";"Atp9b"
"1812";"Atpaf1"
"1813";"Atpaf2"
"1814";"Atpif1"
"1815";"Atr"
"1816";"Atraid"
"1817";"Atrip"
"1818";"Atrn"
"1819";"Atrnl1"
"1820";"Atrx"
"1821";"Atxn1"
"1822";"Atxn10"
"1823";"Atxn1l"
"1824";"Atxn2"
"1825";"Atxn2l"
"1826";"Atxn3"
"1827";"Atxn7"
"1828";"Atxn7l1"
"1829";"Atxn7l2"
"1830";"Atxn7l3"
"1831";"Atxn7l3b"
"1832";"AU015228"
"1833";"AU015836"
"1834";"AU018091"
"1835";"AU021092"
"1836";"AU022252"
"1837";"AU022751"
"1838";"AU040320"
"1839";"AU041133"
"1840";"Auh"
"1841";"Aunip"
"1842";"Aup1"
"1843";"Aurka"
"1844";"Aurkaip1"
"1845";"Aurkb"
"1846";"Aurkc"
"1847";"Auts2"
"1848";"AV320801"
"1849";"Aven"
"1850";"Avil"
"1851";"Avl9"
"1852";"Avp"
"1853";"Avpi1"
"1854";"Avpr1a"
"1855";"Avpr1b"
"1856";"Avpr2"
"1857";"AW146154"
"1858";"AW209491"
"1859";"AW549877"
"1860";"AW551984"
"1861";"AW554918"
"1862";"AW822073"
"1863";"Awat1"
"1864";"Awat2"
"1865";"Axdnd1"
"1866";"Axin1"
"1867";"Axin2"
"1868";"Axl"
"1869";"AY074887"
"1870";"AY358078"
"1871";"AY761185"
"1872";"Aym1"
"1873";"Azgp1"
"1874";"Azi2"
"1875";"Azin1"
"1876";"Azin2"
"1877";"B020004J07Rik"
"1878";"B020011L13Rik"
"1879";"B020031M17Rik"
"1880";"B230118H07Rik"
"1881";"B230217C12Rik"
"1882";"B230219D22Rik"
"1883";"B230307C23Rik"
"1884";"B2m"
"1885";"B330016D10Rik"
"1886";"B3galnt1"
"1887";"B3galnt2"
"1888";"B3galt1"
"1889";"B3galt2"
"1890";"B3galt4"
"1891";"B3galt5"
"1892";"B3galt6"
"1893";"B3gat1"
"1894";"B3gat2"
"1895";"B3gat3"
"1896";"B3glct"
"1897";"B3gnt2"
"1898";"B3gnt3"
"1899";"B3gnt4"
"1900";"B3gnt5"
"1901";"B3gnt6"
"1902";"B3gnt7"
"1903";"B3gnt8"
"1904";"B3gnt9"
"1905";"B3gntl1"
"1906";"B430305J03Rik"
"1907";"B430306N03Rik"
"1908";"B4galnt1"
"1909";"B4galnt2"
"1910";"B4galnt3"
"1911";"B4galnt4"
"1912";"B4galt1"
"1913";"B4galt2"
"1914";"B4galt3"
"1915";"B4galt4"
"1916";"B4galt5"
"1917";"B4galt6"
"1918";"B4galt7"
"1919";"B4gat1"
"1920";"B630019K06Rik"
"1921";"B930094E09Rik"
"1922";"B9d1"
"1923";"B9d2"
"1924";"Baalc"
"1925";"Baat"
"1926";"Babam1"
"1927";"Bace1"
"1928";"Bace2"
"1929";"Bach1"
"1930";"Bach2"
"1931";"Bad"
"1932";"Bag1"
"1933";"Bag2"
"1934";"Bag3"
"1935";"Bag4"
"1936";"Bag5"
"1937";"Bag6"
"1938";"Bahcc1"
"1939";"Bahd1"
"1940";"Baiap2"
"1941";"Baiap2l1"
"1942";"Baiap2l2"
"1943";"Baiap3"
"1944";"Bak1"
"1945";"Bambi"
"1946";"Bambi-ps1"
"1947";"Banf1"
"1948";"Banf2"
"1949";"Bank1"
"1950";"Banp"
"1951";"Bap1"
"1952";"Bard1"
"1953";"Barhl1"
"1954";"Barhl2"
"1955";"Barx1"
"1956";"Barx2"
"1957";"Basp1"
"1958";"Batf"
"1959";"Batf2"
"1960";"Batf3"
"1961";"Bax"
"1962";"Baz1a"
"1963";"Baz1b"
"1964";"Baz2a"
"1965";"Baz2b"
"1966";"BB014433"
"1967";"BB287469"
"1968";"Bbc3"
"1969";"Bbip1"
"1970";"Bbof1"
"1971";"Bbox1"
"1972";"Bbs1"
"1973";"Bbs10"
"1974";"Bbs12"
"1975";"Bbs2"
"1976";"Bbs4"
"1977";"Bbs5"
"1978";"Bbs7"
"1979";"Bbs9"
"1980";"Bbx"
"1981";"BC003965"
"1982";"BC004004"
"1983";"BC005537"
"1984";"BC005624"
"1985";"BC016579"
"1986";"BC017158"
"1987";"BC021767"
"1988";"BC022960"
"1989";"BC023105"
"1990";"BC024139"
"1991";"BC024978"
"1992";"BC025920"
"1993";"BC028528"
"1994";"BC030500"
"1995";"BC031181"
"1996";"BC034090"
"1997";"BC035044"
"1998";"BC035947"
"1999";"BC048403"
"2000";"BC048507"
"2001";"BC048562"
"2002";"BC048671"
"2003";"BC048679"
"2004";"BC049352"
"2005";"BC049715"
"2006";"BC049762"
"2007";"BC051019"
"2008";"BC051142"
"2009";"BC051665"
"2010";"BC052040"
"2011";"BC053393"
"2012";"BC055324"
"2013";"BC061212"
"2014";"BC061237"
"2015";"BC064078"
"2016";"BC067074"
"2017";"BC080695"
"2018";"BC085271"
"2019";"BC107364"
"2020";"BC147527"
"2021";"Bcam"
"2022";"Bcan"
"2023";"Bcap29"
"2024";"Bcap31"
"2025";"Bcar1"
"2026";"Bcar3"
"2027";"Bcas1"
"2028";"Bcas2"
"2029";"Bcas3"
"2030";"Bcat1"
"2031";"Bcat2"
"2032";"Bccip"
"2033";"Bcdin3d"
"2034";"Bche"
"2035";"Bckdha"
"2036";"Bckdhb"
"2037";"Bckdk"
"2038";"Bcl10"
"2039";"Bcl11a"
"2040";"Bcl11b"
"2041";"Bcl2"
"2042";"Bcl2a1a"
"2043";"Bcl2a1b"
"2044";"Bcl2a1c"
"2045";"Bcl2a1d"
"2046";"Bcl2l1"
"2047";"Bcl2l10"
"2048";"Bcl2l11"
"2049";"Bcl2l12"
"2050";"Bcl2l13"
"2051";"Bcl2l14"
"2052";"Bcl2l15"
"2053";"Bcl2l2"
"2054";"Bcl3"
"2055";"Bcl6"
"2056";"Bcl6b"
"2057";"Bcl7a"
"2058";"Bcl7b"
"2059";"Bcl7c"
"2060";"Bcl9"
"2061";"Bcl9l"
"2062";"Bclaf1"
"2063";"Bco1"
"2064";"Bco2"
"2065";"Bcor"
"2066";"Bcorl1"
"2067";"Bcr"
"2068";"Bcs1l"
"2069";"Bdh1"
"2070";"Bdh2"
"2071";"Bdkrb1"
"2072";"Bdkrb2"
"2073";"Bdnf"
"2074";"Bdp1"
"2075";"Bean1"
"2076";"Becn1"
"2077";"Begain"
"2078";"Bend3"
"2079";"Bend4"
"2080";"Bend5"
"2081";"Bend6"
"2082";"Bend7"
"2083";"Best1"
"2084";"Best2"
"2085";"Best3"
"2086";"Best4-ps"
"2087";"Bet1"
"2088";"Bet1l"
"2089";"Bex1"
"2090";"Bex2"
"2091";"Bex3"
"2092";"Bex4"
"2093";"Bex6"
"2094";"Bfar"
"2095";"Bfsp1"
"2096";"Bfsp2"
"2097";"Bglap"
"2098";"Bglap2"
"2099";"Bglap3"
"2100";"Bgn"
"2101";"Bhlha15"
"2102";"Bhlha9"
"2103";"Bhlhb9"
"2104";"Bhlhe22"
"2105";"Bhlhe23"
"2106";"Bhlhe40"
"2107";"Bhlhe41"
"2108";"Bhmt"
"2109";"Bhmt-ps1"
"2110";"Bhmt2"
"2111";"Bicc1"
"2112";"Bicd1"
"2113";"Bicd2"
"2114";"Bid"
"2115";"Bik"
"2116";"Bin1"
"2117";"Bin2"
"2118";"Bin3"
"2119";"Birc2"
"2120";"Birc3"
"2121";"Birc5"
"2122";"Birc6"
"2123";"Birc7"
"2124";"Bivm"
"2125";"Blcap"
"2126";"Blk"
"2127";"Blm"
"2128";"Blmh"
"2129";"Blnk"
"2130";"Bloc1s1"
"2131";"Bloc1s2"
"2132";"Bloc1s2-ps"
"2133";"Bloc1s3"
"2134";"Bloc1s4"
"2135";"Bloc1s5"
"2136";"Bloc1s6"
"2137";"Blvra"
"2138";"Blvrb"
"2139";"Blzf1"
"2140";"Bmf"
"2141";"Bmi1"
"2142";"Bmp1"
"2143";"Bmp10"
"2144";"Bmp15"
"2145";"Bmp2"
"2146";"Bmp2k"
"2147";"Bmp3"
"2148";"Bmp4"
"2149";"Bmp5"
"2150";"Bmp6"
"2151";"Bmp7"
"2152";"Bmp8a"
"2153";"Bmp8b"
"2154";"Bmper"
"2155";"Bmpr1a"
"2156";"Bmpr1b"
"2157";"Bmpr2"
"2158";"Bms1"
"2159";"Bmt2"
"2160";"Bmx"
"2161";"Bmyc"
"2162";"Bnc1"
"2163";"Bnc2"
"2164";"Bnip1"
"2165";"Bnip2"
"2166";"Bnip3"
"2167";"Bnip3l"
"2168";"Bnip3l-ps"
"2169";"Bnipl"
"2170";"Boc"
"2171";"Bod1"
"2172";"Bod1l"
"2173";"Bok"
"2174";"Bola1"
"2175";"Bola2"
"2176";"Bola3"
"2177";"Boll"
"2178";"Bop1"
"2179";"Bora"
"2180";"Borcs5"
"2181";"Borcs6"
"2182";"Borcs7"
"2183";"Borcs8"
"2184";"Bpgm"
"2185";"Bphl"
"2186";"Bpi"
"2187";"Bpifa1"
"2188";"Bpifa2"
"2189";"Bpifa3"
"2190";"Bpifa5"
"2191";"Bpifa6"
"2192";"Bpifb1"
"2193";"Bpifb2"
"2194";"Bpifb3"
"2195";"Bpifb4"
"2196";"Bpifb5"
"2197";"Bpifb6"
"2198";"Bpifb9a"
"2199";"Bpifb9b"
"2200";"Bpifc"
"2201";"Bpnt1"
"2202";"Bptf"
"2203";"Braf"
"2204";"Brap"
"2205";"Brat1"
"2206";"Brca1"
"2207";"Brca2"
"2208";"Brcc3"
"2209";"Brd1"
"2210";"Brd2"
"2211";"Brd3"
"2212";"Brd4"
"2213";"Brd7"
"2214";"Brd8"
"2215";"Brd9"
"2216";"Brdt"
"2217";"Brf1"
"2218";"Brf2"
"2219";"Bri3"
"2220";"Bri3bp"
"2221";"Bricd5"
"2222";"Brinp1"
"2223";"Brinp2"
"2224";"Brinp3"
"2225";"Brip1"
"2226";"Brix1"
"2227";"Brk1"
"2228";"Brms1"
"2229";"Brms1l"
"2230";"Brox"
"2231";"Brpf1"
"2232";"Brpf3"
"2233";"Brs3"
"2234";"Brsk1"
"2235";"Brsk2"
"2236";"Brwd1"
"2237";"Brwd3"
"2238";"Bscl2"
"2239";"Bsdc1"
"2240";"Bsg"
"2241";"Bsn"
"2242";"Bsnd"
"2243";"Bsph1"
"2244";"Bsph2"
"2245";"Bsph2-ps"
"2246";"Bspry"
"2247";"Bst1"
"2248";"Bst2"
"2249";"Bsx"
"2250";"Btaf1"
"2251";"Btbd1"
"2252";"Btbd10"
"2253";"Btbd11"
"2254";"Btbd16"
"2255";"Btbd17"
"2256";"Btbd18"
"2257";"Btbd19"
"2258";"Btbd2"
"2259";"Btbd3"
"2260";"Btbd6"
"2261";"Btbd7"
"2262";"Btbd8"
"2263";"Btbd9"
"2264";"Btc"
"2265";"Btd"
"2266";"Btf3"
"2267";"Btf3l4"
"2268";"Btg1"
"2269";"Btg2"
"2270";"Btg3"
"2271";"Btg4"
"2272";"Btk"
"2273";"Btla"
"2274";"Btn1a1"
"2275";"Btn2a2"
"2276";"Btnl1"
"2277";"Btnl10"
"2278";"Btnl2"
"2279";"Btnl4"
"2280";"Btnl5-ps"
"2281";"Btnl6"
"2282";"Btnl7-ps"
"2283";"Btnl9"
"2284";"Btrc"
"2285";"Bub1"
"2286";"Bub1b"
"2287";"Bub3"
"2288";"Bud13"
"2289";"Bud31"
"2290";"Bves"
"2291";"Bysl"
"2292";"Bzw1"
"2293";"Bzw2"
"2294";"C130026I21Rik"
"2295";"C130050O18Rik"
"2296";"C130073F10Rik"
"2297";"C130074G19Rik"
"2298";"C1d"
"2299";"C1galt1"
"2300";"C1galt1c1"
"2301";"C1qa"
